"seed" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "PC1" "PC2" "PC3" "RDA1" "RDA2"
"8368" "2242330863068" 8367 67 84 -0.164234 0.684187 -0.333333 0.777778 0.982634 TRUE -25.7998 -7.96357 -1.07535 1.50321584083599 -1.33594326622971
"8374" "2242330863068" 8373 73 84 1.12434 0.781855 -0.333333 0.777778 0.999967 TRUE -25.8881 -10.149 2.42664 1.37407312317817 -1.8056400919148
"8376" "2242330863068" 8375 75 84 2.53988 0.856611 -0.333333 0.777778 0.987648 TRUE -26.8295 -8.77595 -1.63554 1.46384342629289 0.440531073445535
"8393" "2242330863068" 8392 92 84 -2.93184 0.743613 -0.333333 0.777778 0.997668 TRUE -26.2825 -11.0627 -5.07845 1.43310900799455 -2.43387748707156
"8399" "2242330863068" 8398 98 84 -1.74706 0.929912 -0.333333 0.777778 0.954765 TRUE -28.4123 -6.06357 -0.435322 1.50857672636134 -0.886988050941349
"8403" "2242330863068" 8402 2 85 -0.432553 0.627758 -0.111111 0.777778 0.955986 TRUE -27.9332 -12.229 -3.08027 1.5056011504458 -0.574415056267939
"8404" "2242330863068" 8403 3 85 2.24762 0.701206 -0.111111 0.777778 0.988342 TRUE -27.1024 -11.7416 -4.50285 1.44591982162495 -0.465154512161496
"8410" "2242330863068" 8409 9 85 2.42243 0.435333 -0.111111 0.777778 0.790938 TRUE -26.7366 -11.3757 -4.07484 1.45864015755226 -0.145491123325527
"8418" "2242330863068" 8417 17 85 0.337997 0.887901 -0.111111 0.777778 0.976038 TRUE -26.7743 -8.06837 -1.36128 1.49210913285087 -1.13220599707503
"8424" "2242330863068" 8423 23 85 -0.386078 1.00522 -0.111111 0.777778 0.901714 TRUE -30.8923 -16.2063 -11.3244 1.7096654080431 -1.93640701694341
"8453" "2242330863068" 8452 52 85 0.560853 0.648431 -0.111111 0.777778 0.967092 TRUE -26.5067 -10.2855 2.06152 1.42701844812161 0.205649257049472
"8474" "2242330863068" 8473 73 85 1.24234 0.868694 -0.111111 0.777778 0.983604 TRUE -25.2329 -6.33617 -3.03142 1.35960606407044 -1.79661605283786
"8477" "2242330863068" 8476 76 85 1.18893 0.823413 -0.111111 0.777778 0.995844 TRUE -23.768 -9.36802 -0.867052 1.37660903906801 -1.03501441293383
"8482" "2242330863068" 8481 81 85 -0.0705625 0.870269 -0.111111 0.777778 0.983036 TRUE -30.6845 -12.9108 -2.62892 1.71517895299989 -0.223961429129183
"8494" "2242330863068" 8493 93 85 0.12636 0.625898 -0.111111 0.777778 0.954913 TRUE -24.2196 -9.63285 -0.389207 1.35246056674186 -0.639050211345051
"8514" "2242330863068" 8513 13 86 0.680427 0.698916 0.111111 0.777778 0.987639 TRUE -26.2097 -8.71571 0.261149 1.44468101583217 0.188639311696134
"8525" "2242330863068" 8524 24 86 2.16854 0.829448 0.111111 0.777778 0.994675 TRUE -27.2984 -11.7336 -6.27683 1.55176495024338 0.0626878503376922
"8533" "2242330863068" 8532 32 86 0.281786 0.680169 0.111111 0.777778 0.981126 TRUE -24.9387 -10.2934 -1.71169 1.29513287287064 0.0233653929202908
"8544" "2242330863068" 8543 43 86 -0.115426 0.59237 0.111111 0.777778 0.933558 TRUE -29.108 -11.3809 -2.12643 1.69389815441203 0.590091097349965
"8546" "2242330863068" 8545 45 86 -0.351695 0.866763 0.111111 0.777778 0.984288 TRUE -27.8408 -13.7155 -5.13551 1.49912952390987 0.0988469483579902
"8555" "2242330863068" 8554 54 86 0.0815007 0.970741 0.111111 0.777778 0.928236 TRUE -29.2208 -11.6246 -2.97595 1.61408467579683 -0.362336399470309
"8562" "2242330863068" 8561 61 86 -0.838873 0.562635 0.111111 0.777778 0.911583 TRUE -27.7578 -7.35246 -1.36782 1.60978155182238 -0.638861426516252
"8577" "2242330863068" 8576 76 86 -1.59186 0.624697 0.111111 0.777778 0.954214 TRUE -29.1443 -10.8513 -0.0558269 1.60981912452268 -0.592049713945888
"8581" "2242330863068" 8580 80 86 -1.1073 0.701666 0.111111 0.777778 0.988481 TRUE -23.564 -7.55499 0.724724 1.20887444522341 -1.30261098531809
"8588" "2242330863068" 8587 87 86 2.62225 0.961763 0.111111 0.777778 0.93454 TRUE -27.103 -13.2105 -4.02435 1.57245598887333 -0.797550489012525
"8607" "2242330863068" 8606 6 87 0.385853 0.767031 0.333333 0.777778 0.999769 TRUE -21.083 -6.90107 -1.5868 1.11682540958603 1.46088372425512
"8624" "2242330863068" 8623 23 87 3.108 0.854665 0.333333 0.777778 0.988246 TRUE -27.0902 -10.818 -0.944083 1.51136640136747 1.27052385826136
"8628" "2242330863068" 8627 27 87 0.19858 0.91241 0.333333 0.777778 0.964397 TRUE -25.2421 -12.0226 -3.26603 1.41536747407881 1.78418823887692
"8645" "2242330863068" 8644 44 87 -0.00469182 0.548505 0.333333 0.777778 0.900206 TRUE -23.1256 -5.72445 2.7575 1.25380286819541 2.81159167860912
"8656" "2242330863068" 8655 55 87 0.362157 0.689396 0.333333 0.777778 0.984499 TRUE -28.8182 -9.02142 0.531819 1.61472790631218 1.51519347627368
"8657" "2242330863068" 8656 56 87 1.08891 0.848284 0.333333 0.777778 0.990107 TRUE -29.3523 -11.9769 -1.27556 1.4897148374082 0.881906455819298
"8661" "2242330863068" 8660 60 87 -0.0854908 0.578554 0.333333 0.777778 0.923689 TRUE -24.1652 -8.71553 -1.90449 1.34934975784518 0.355955990737472
"8663" "2242330863068" 8662 62 87 2.78601 1.06912 0.333333 0.777778 0.843867 TRUE -27.8397 -10.0063 -2.57466 1.54199812555833 2.39063867379113
"8665" "2242330863068" 8664 64 87 -0.158361 0.678342 0.333333 0.777778 0.980419 TRUE -30.4897 -9.53289 -0.285157 1.71588459192309 -0.599240399018832
"8697" "2242330863068" 8696 96 87 0.734703 0.733531 0.333333 0.777778 0.996092 TRUE -27.6606 -10.6317 0.204152 1.47991229534982 1.96141185547757
"8701" "2242330863068" 8700 0 88 -0.991647 0.532166 0.555556 0.777778 0.886344 TRUE -29.0353 -12.8773 -3.03655 1.64135671926473 0.914888912122845
"8715" "2242330863068" 8714 14 88 1.36966 0.714597 0.555556 0.777778 0.992048 TRUE -27.4391 -10.7488 -3.1671 1.60024057094353 0.806648371861703
"8717" "2242330863068" 8716 16 88 1.60152 0.914221 0.555556 0.777778 0.963451 TRUE -29.9896 -15.0374 -2.52604 1.70076474744815 1.56806370110063
"8735" "2242330863068" 8734 34 88 0.172168 0.84764 0.555556 0.777778 0.990286 TRUE -24.4109 -8.29644 -0.0604865 1.321468526212 1.0830871870075
"8738" "2242330863068" 8737 37 88 0.0397577 1.05061 0.555556 0.777778 0.861676 TRUE -26.3136 -12.295 -3.43827 1.45459289435842 1.03393427461939
"8746" "2242330863068" 8745 45 88 0.515953 0.793564 0.555556 0.777778 0.999502 TRUE -29.9594 -11.4453 0.325737 1.66329083502342 1.18901280289365
"8758" "2242330863068" 8757 57 88 -0.394313 1.04051 0.555556 0.777778 0.871053 TRUE -27.3733 -12.6034 -3.87038 1.51636977455636 0.696032277660991
"8776" "2242330863068" 8775 75 88 2.34828 0.757518 0.555556 0.777778 0.999179 TRUE -29.0001 -9.44141 -2.20524 1.56145747231783 0.00696442383381807
"8784" "2242330863068" 8783 83 88 1.37508 0.741518 0.555556 0.777778 0.997374 TRUE -26.768 -8.59177 3.51559 1.48748380914433 2.57423935381659
"8793" "2242330863068" 8792 92 88 1.54257 0.770942 0.555556 0.777778 0.999907 TRUE -29.1058 -13.5856 -3.9575 1.63078664702585 0.524459538668893
"8802" "2242330863068" 8801 1 89 -1.32185 0.685662 0.777778 0.777778 0.983173 TRUE -25.9137 -8.874 0.853006 1.40640951094221 -0.517921330397887
"8815" "2242330863068" 8814 14 89 -2.52891 0.665523 0.777778 0.777778 0.975113 TRUE -23.4985 -2.6236 2.08814 1.27423014898294 1.53547691703461
"8819" "2242330863068" 8818 18 89 -1.28898 1.02756 0.777778 0.777778 0.882686 TRUE -26.5178 -9.24894 0.662901 1.44557643629126 1.52026473115462
"8820" "2242330863068" 8819 19 89 0.687802 0.69705 0.777778 0.777778 0.987051 TRUE -30.5201 -12.1998 -3.79523 1.71000535297177 1.42328591811883
"8828" "2242330863068" 8827 27 89 0.870882 0.623782 0.777778 0.777778 0.953678 TRUE -28.2331 -11.6572 -0.513968 1.52844821689861 0.545176099056441
"8848" "2242330863068" 8847 47 89 0.42625 0.551845 0.777778 0.777778 0.902947 TRUE -23.6861 -7.43128 -2.09235 1.29550498520428 0.741068338262406
"8850" "2242330863068" 8849 49 89 0.639832 0.588869 0.777778 0.777778 0.931114 TRUE -25.9012 -12.3439 -0.539049 1.38840270757585 0.869283995303696
"8866" "2242330863068" 8865 65 89 0.490795 0.952184 0.777778 0.777778 0.940979 TRUE -30.2552 -17.2141 -7.21896 1.70511300690495 0.0618041236342979
"8870" "2242330863068" 8869 69 89 0.94238 0.601127 0.777778 0.777778 0.939497 TRUE -24.2083 -9.60565 -1.42732 1.29687253679649 2.31538097299302
"8892" "2242330863068" 8891 91 89 0.190451 0.732028 0.777778 0.777778 0.995823 TRUE -25.3214 -6.3469 2.8537 1.32388982968165 1.44710411108805
"8901" "2242330863068" 8900 0 90 0.973828 0.748842 1 0.777778 0.998327 TRUE -23.9213 -8.48456 -1.33735 1.31783782118401 2.85861310223588
"8908" "2242330863068" 8907 7 90 -1.59279 0.570749 1 0.777778 0.91785 TRUE -29.5224 -13.5058 1.41892 1.60191250229817 2.240878201684
"8912" "2242330863068" 8911 11 90 2.26823 0.752911 1 0.777778 0.998764 TRUE -26.8558 -8.88915 -1.69394 1.48837162689546 1.99192251147325
"8914" "2242330863068" 8913 13 90 0.590882 1.0547 1 0.777778 0.857813 TRUE -30.2712 -14.4913 -1.79162 1.59809483662888 1.662915299048
"8938" "2242330863068" 8937 37 90 1.42437 0.576166 1 0.777778 0.921922 TRUE -28.5588 -10.1275 -0.60152 1.66737028794116 1.02972989098276
"8954" "2242330863068" 8953 53 90 1.10144 0.781324 1 0.777778 0.999975 TRUE -26.5247 -9.16952 -1.56279 1.47296706142117 1.46694380629833
"8958" "2242330863068" 8957 57 90 -0.216464 0.920742 1 0.777778 0.959947 TRUE -28.4548 -8.12605 0.378152 1.62453813034423 2.7129448757966
"8983" "2242330863068" 8982 82 90 -0.234406 1.05375 1 0.777778 0.858711 TRUE -26.9605 -14.6711 -3.04373 1.46788474795743 1.25288558516244
"8991" "2242330863068" 8990 90 90 2.03023 1.10167 1 0.777778 0.810738 TRUE -27.7998 -11.0853 -0.655709 1.58442360921098 0.70803382310686
"8998" "2242330863068" 8997 97 90 2.92586 0.782767 1 0.777778 0.99995 TRUE -29.439 -13.0877 -2.50361 1.62550218035586 2.07774772500686
"9035" "2242330863068" 9034 34 91 1.44335 1.05731 -1 1 0.993453 TRUE -33.8512 -20.4577 -13.7965 1.97327711017804 -2.84823822992113
"9036" "2242330863068" 9035 35 91 0.13421 0.910433 -1 1 0.984084 TRUE -30.9686 -16.8622 -8.21847 1.77251904624667 -2.71002982295565
"9037" "2242330863068" 9036 36 91 -0.340747 0.978143 -1 1 0.999045 TRUE -28.9255 -15.0387 -10.5127 1.64515387021934 -1.36045480612908
"9048" "2242330863068" 9047 47 91 1.31801 1.02029 -1 1 0.999177 TRUE -32.7726 -17.8349 -10.4657 1.82163714259395 -2.4325953436166
"9049" "2242330863068" 9048 48 91 0.137316 0.996246 -1 1 0.999972 TRUE -29.7194 -14.0506 -6.36288 1.70442170560583 -3.19120058066849
"9054" "2242330863068" 9053 53 91 -0.338065 0.799379 -1 1 0.922657 TRUE -30.429 -15.5827 -9.47617 1.68033935592608 -1.99938010889543
"9070" "2242330863068" 9069 69 91 0.534635 0.834369 -1 1 0.946611 TRUE -33.5317 -19.5837 -12.2216 1.8319978463175 -2.54607489632745
"9072" "2242330863068" 9071 71 91 0.610095 0.960336 -1 1 0.996858 TRUE -30.9349 -16.878 -12.4128 1.71453154729886 -3.30448347543557
"9083" "2242330863068" 9082 82 91 -0.527496 1.07499 -1 1 0.988817 TRUE -32.9283 -19.5582 -12.062 1.92078716910955 -1.98679557219432
"9091" "2242330863068" 9090 90 91 1.28494 0.944637 -1 1 0.993889 TRUE -31.354 -19.3418 -10.9225 1.69427413570735 -2.74414784919156
"9124" "2242330863068" 9123 23 92 0.62447 1.05229 -0.777778 1 0.994546 TRUE -27.3806 -13.9882 -7.56618 1.56499156596724 -0.360748921478611
"9132" "2242330863068" 9131 31 92 2.68697 0.962116 -0.777778 1 0.997134 TRUE -31.0898 -18.7538 -13.5807 1.70313941161616 -2.82503060861114
"9133" "2242330863068" 9132 32 92 2.85111 0.897996 -0.777778 1 0.979405 TRUE -31.0314 -18.0252 -14.2445 1.68843256652415 -1.25714518848181
"9139" "2242330863068" 9138 38 92 -0.0890671 1.03785 -0.777778 1 0.997139 TRUE -32.0112 -15.4372 -6.37994 1.8004390998944 -2.7103074567193
"9141" "2242330863068" 9140 40 92 2.65634 1.07451 -0.777778 1 0.988959 TRUE -34.6371 -18.9847 -11.0369 1.91704314916506 -3.15627072911394
"9150" "2242330863068" 9149 49 92 1.86848 0.997348 -0.777778 1 0.999986 TRUE -30.1968 -17.9093 -12.4897 1.63951828255256 -2.81605421421801
"9152" "2242330863068" 9151 51 92 0.0409183 0.760832 -0.777778 1 0.891899 TRUE -29.2164 -16.6849 -11.6007 1.58922103596251 -2.5969596130832
"9153" "2242330863068" 9152 52 92 -0.0876718 1.10869 -0.777778 1 0.976649 TRUE -32.1819 -16.5266 -11.9582 1.78728081025523 -1.05852436235699
"9156" "2242330863068" 9155 55 92 0.691097 0.70032 -0.777778 1 0.835591 TRUE -30.254 -16.4581 -13.5697 1.60949600657874 -2.23514093400603
"9185" "2242330863068" 9184 84 92 -0.244684 0.59396 -0.777778 1 0.719113 TRUE -29.1922 -16.2129 -9.08563 1.64615153422436 -1.78190117437116
"9205" "2242330863068" 9204 4 93 3.66573 0.918382 -0.555556 1 0.986765 TRUE -30.4655 -14.0642 -5.40072 1.66124021344821 -0.950975719033062
"9212" "2242330863068" 9211 11 93 -0.30799 0.845572 -0.555556 1 0.953423 TRUE -29.2566 -15.6062 -8.36511 1.62424916784426 -2.06848309123486
"9215" "2242330863068" 9214 14 93 0.2756 0.86222 -0.555556 1 0.962745 TRUE -28.2886 -17.3525 -12.9363 1.52274190327998 -2.89483665509063
"9217" "2242330863068" 9216 16 93 1.33723 0.764136 -0.555556 1 0.894703 TRUE -31.2224 -17.0229 -9.66567 1.68128904038603 -1.96404549888569
"9236" "2242330863068" 9235 35 93 1.97758 1.0658 -0.555556 1 0.991377 TRUE -36.1629 -20.6862 -10.3052 2.08866000502717 -2.5421931165221
"9246" "2242330863068" 9245 45 93 -0.266145 0.929846 -0.555556 1 0.990205 TRUE -30.3485 -17.1169 -10.5649 1.7542619201015 -2.54249065003596
"9263" "2242330863068" 9262 62 93 0.421758 0.923292 -0.555556 1 0.988301 TRUE -31.6186 -15.7624 -9.59776 1.72666516711026 -1.60101323523999
"9266" "2242330863068" 9265 65 93 0.713259 1.26288 -0.555556 1 0.870913 TRUE -31.9264 -13.9685 -13.783 1.82438127226442 -0.831823815867447
"9276" "2242330863068" 9275 75 93 1.89402 0.812884 -0.555556 1 0.932371 TRUE -29.8363 -15.8692 -13.2769 1.66344308082094 -0.791122301280052
"9291" "2242330863068" 9290 90 93 0.365588 0.999562 -0.555556 1 1 TRUE -31.2731 -17.6112 -13.0209 1.77021682000582 -1.41938658184827
"9304" "2242330863068" 9303 3 94 -0.783964 1.10745 -0.333333 1 0.977172 TRUE -31.4893 -18.1701 -9.16352 1.76980274874125 -0.392005564075997
"9310" "2242330863068" 9309 9 94 2.42427 0.965234 -0.333333 1 0.997586 TRUE -33.3262 -17.5333 -10.6827 1.83831071926188 -0.944894332682472
"9317" "2242330863068" 9316 16 94 2.22358 1.04099 -0.333333 1 0.996646 TRUE -33.1116 -19.3332 -12.3083 1.83014899986782 0.945808739413654
"9324" "2242330863068" 9323 23 94 -0.24613 0.946397 -0.333333 1 0.99427 TRUE -32.7596 -18.6163 -8.03487 1.8670123449354 -0.391678203493539
"9329" "2242330863068" 9328 28 94 -0.0135478 1.01364 -0.333333 1 0.999628 TRUE -31.4761 -16.6841 -10.2616 1.74242481623106 -0.750401645941139
"9332" "2242330863068" 9331 31 94 -0.781992 1.09552 -0.333333 1 0.981918 TRUE -32.8207 -14.5621 -10.573 1.77696687363946 -0.854418752865923
"9340" "2242330863068" 9339 39 94 1.05463 1.139 -0.333333 1 0.962094 TRUE -27.3883 -11.5772 -6.82494 1.55653681042369 0.173639361852307
"9366" "2242330863068" 9365 65 94 0.286709 0.876923 -0.333333 1 0.970158 TRUE -33.1938 -15.6658 -8.74588 1.77778409210707 -1.30686648508504
"9385" "2242330863068" 9384 84 94 -0.237685 0.911147 -0.333333 1 0.984334 TRUE -32.425 -20.0323 -15.2924 1.83112670811622 -1.99959333657452
"9390" "2242330863068" 9389 89 94 -0.0241183 0.923405 -0.333333 1 0.988335 TRUE -30.5177 -17.0694 -7.61273 1.68235469403176 -0.437647599486519
"9402" "2242330863068" 9401 1 95 -0.452821 0.89904 -0.111111 1 0.97982 TRUE -31.2408 -16.3648 -9.30865 1.81272842715643 -0.425141604832983
"9413" "2242330863068" 9412 12 95 0.724333 0.658371 -0.111111 1 0.79182 TRUE -29.6377 -19.2968 -13.2417 1.67112687978321 -2.60014267020025
"9440" "2242330863068" 9439 39 95 0.384328 0.954696 -0.111111 1 0.995903 TRUE -31.775 -17.9282 -11.2137 1.81003731743845 -1.38782428036428
"9441" "2242330863068" 9440 40 95 1.05699 0.99637 -0.111111 1 0.999974 TRUE -34.4676 -18.7392 -9.39288 1.9763134319782 -0.667484721789512
"9450" "2242330863068" 9449 49 95 2.12783 1.1282 -0.111111 1 0.967662 TRUE -28.7452 -16.8197 -6.12742 1.62719619995366 -0.71584922252171
"9452" "2242330863068" 9451 51 95 -0.462159 0.81112 -0.111111 1 0.931134 TRUE -31.4008 -18.4589 -7.29455 1.7018977438925 0.00344562166554735
"9459" "2242330863068" 9458 58 95 0.197763 0.839601 -0.111111 1 0.949846 TRUE -27.7083 -17.6636 -9.92049 1.53219888532435 -1.63619221668973
"9465" "2242330863068" 9464 64 95 -1.10489 1.19709 -0.111111 1 0.925253 TRUE -29.6537 -14.9777 -5.55197 1.71360096259081 0.0380800378576625
"9471" "2242330863068" 9470 70 95 1.48611 1.29558 -0.111111 1 0.839675 TRUE -31.2432 -18.5787 -12.1178 1.77137689299658 -0.786171447375772
"9483" "2242330863068" 9482 82 95 0.0251887 0.933052 -0.111111 1 0.991076 TRUE -29.1614 -14.8659 -4.27251 1.61835433485622 -0.941505291674295
"9516" "2242330863068" 9515 15 96 0.00834166 0.986682 0.111111 1 0.999645 TRUE -29.579 -15.4966 -6.83544 1.68775858783556 -0.492854666650171
"9527" "2242330863068" 9526 26 96 1.66679 0.979358 0.111111 1 0.999148 TRUE -28.5946 -14.591 -11.1395 1.61696366152268 1.53731472176399
"9557" "2242330863068" 9556 56 96 0.845248 0.712652 0.111111 1 0.847777 TRUE -31.3362 -19.9073 -11.6544 1.74059272491327 -0.169683044089779
"9562" "2242330863068" 9561 61 96 0.982561 0.924659 0.111111 1 0.988712 TRUE -33.2393 -18.4723 -15.9309 1.83477482407377 -0.218790661618065
"9574" "2242330863068" 9573 73 96 0.0989982 1.03673 0.111111 1 0.997305 TRUE -31.2064 -18.3742 -9.50279 1.65129377731056 0.0492369934553214
"9578" "2242330863068" 9577 77 96 -0.69623 0.805009 0.111111 1 0.926777 TRUE -31.7985 -16.6183 -14.0438 1.83497978052814 -1.06250961309148
"9586" "2242330863068" 9585 85 96 1.69708 1.00603 0.111111 1 0.999927 TRUE -26.7273 -13.4236 -9.03207 1.47410720928903 -0.503615814434354
"9587" "2242330863068" 9586 86 96 0.0317393 0.766989 0.111111 1 0.8971 TRUE -31.972 -17.5339 -11.2237 1.7040943856615 -0.826957431421002
"9599" "2242330863068" 9598 98 96 -1.42948 0.768488 0.111111 1 0.89835 TRUE -33.0765 -19.5926 -11.6497 1.90214810787806 -1.18117826608564
"9600" "2242330863068" 9599 99 96 2.62504 0.959436 0.111111 1 0.996715 TRUE -30.5912 -16.4566 -10.8966 1.7663340366815 -1.21019618834313
"9605" "2242330863068" 9604 4 97 -0.255987 0.723246 0.333333 1 0.857971 TRUE -29.7282 -13.6489 -11.2834 1.65283522098406 0.318698444379941
"9622" "2242330863068" 9621 21 97 -0.484468 1.03604 0.333333 1 0.997406 TRUE -30.8269 -13.2788 -9.23397 1.73909787434125 -0.350670936065372
"9628" "2242330863068" 9627 27 97 2.61542 1.04984 0.333333 1 0.995043 TRUE -30.9476 -17.7577 -7.24621 1.78716827448002 -0.0888044241600738
"9637" "2242330863068" 9636 36 97 0.0614491 1.01773 0.333333 1 0.999371 TRUE -27.9972 -14.4148 -10.5102 1.54882821386268 0.841656368350063
"9639" "2242330863068" 9638 38 97 -0.0395986 0.969954 0.333333 1 0.998196 TRUE -27.3623 -13.5847 -4.99475 1.52778631767335 0.427046960034538
"9669" "2242330863068" 9668 68 97 0.740498 1.27476 0.333333 1 0.859857 TRUE -31.5697 -17.5135 -6.32131 1.80045325003025 1.40509064393023
"9678" "2242330863068" 9677 77 97 -0.23319 0.948536 0.333333 1 0.994717 TRUE -33.5707 -17.7425 -13.2653 1.80524729161443 -0.799032705502401
"9681" "2242330863068" 9680 80 97 4.12293 0.941568 0.333333 1 0.993195 TRUE -33.6866 -17.0999 -10.3709 1.92716574959229 -1.06424854083863
"9696" "2242330863068" 9695 95 97 2.60303 1.03795 0.333333 1 0.997124 TRUE -32.5384 -18.3294 -10.438 1.82834974958552 -0.0812779194549639
"9700" "2242330863068" 9699 99 97 -0.783412 1.10546 0.333333 1 0.978003 TRUE -30.9883 -14.9471 -7.72409 1.73660858392363 0.516842298405035
"9703" "2242330863068" 9702 2 98 0.429899 0.890041 0.555556 1 0.976108 TRUE -32.2764 -17.9778 -10.0805 1.80254678767062 0.586021168648329
"9710" "2242330863068" 9709 9 98 0.979343 0.881223 0.555556 1 0.972178 TRUE -30.6729 -15.6012 -7.41741 1.71942643364722 -0.0773469473081453
"9722" "2242330863068" 9721 21 98 0.045732 0.844722 0.555556 1 0.952922 TRUE -31.4531 -17.7328 -12.5482 1.72287292792793 -0.526284640973087
"9731" "2242330863068" 9730 30 98 0.833838 0.910248 0.555556 1 0.984018 TRUE -30.0434 -14.1816 -4.6834 1.67238077276816 0.230047784534774
"9733" "2242330863068" 9732 32 98 1.21955 1.11598 0.555556 1 0.973457 TRUE -33.0503 -21.3709 -11.7772 1.87263618265132 -0.101312763584683
"9753" "2242330863068" 9752 52 98 0.616458 0.834241 0.555556 1 0.94653 TRUE -30.6379 -18.0325 -9.94141 1.73807054867699 -0.210680020964265
"9762" "2242330863068" 9761 61 98 1.06488 0.908193 0.555556 1 0.983284 TRUE -31.1185 -18.0335 -11.4302 1.68325670838467 0.319567877397272
"9775" "2242330863068" 9774 74 98 1.4519 1.1258 0.555556 1 0.968844 TRUE -34.6526 -19.1469 -9.70765 1.93713065843928 -0.667300048164418
"9783" "2242330863068" 9782 82 98 0.970059 0.896648 0.555556 1 0.978863 TRUE -34.6248 -18.3378 -7.61283 1.9084615297912 -0.236375558373933
"9784" "2242330863068" 9783 83 98 -0.457751 0.849652 0.555556 1 0.955797 TRUE -29.4777 -11.8964 -5.01593 1.70046091070703 1.05165471344097
"9803" "2242330863068" 9802 2 99 -0.216042 0.856854 0.777778 1 0.959847 TRUE -27.8452 -13.562 -6.63461 1.62657911092157 0.578293052031877
"9820" "2242330863068" 9819 19 99 0.673532 0.95631 0.777778 1 0.99619 TRUE -31.371 -16.4745 -7.68407 1.83300042701546 -0.244866568860382
"9824" "2242330863068" 9823 23 99 1.50473 1.04376 0.777778 1 0.996177 TRUE -29.3602 -11.5406 -6.41413 1.57704414138633 1.59197891677387
"9839" "2242330863068" 9838 38 99 0.283694 1.10111 0.777778 1 0.979761 TRUE -28.9613 -18.1428 -9.19418 1.58113794216246 1.12389489537066
"9861" "2242330863068" 9860 60 99 0.201203 0.945529 0.777778 1 0.994083 TRUE -30.0138 -17.5186 -8.53749 1.66906986250676 0.444553221848581
"9866" "2242330863068" 9865 65 99 -0.246512 0.910155 0.777778 1 0.983985 TRUE -26.7046 -12.147 -3.1239 1.51827857929465 1.55860110155944
"9868" "2242330863068" 9867 67 99 2.25522 1.06455 0.777778 1 0.991701 TRUE -29.253 -20.8603 -13.6808 1.57309864322509 0.428639439721711
"9881" "2242330863068" 9880 80 99 2.03657 1.30564 0.777778 1 0.829581 TRUE -28.9902 -16.2854 -6.96523 1.70718461424233 1.38033930013252
"9882" "2242330863068" 9881 81 99 0.606849 0.673739 0.777778 1 0.808243 TRUE -28.7233 -14.0487 -8.56471 1.5662644447226 1.62025075124243
"9888" "2242330863068" 9887 87 99 1.79596 1.00794 0.777778 1 0.999874 TRUE -30.8981 -17.936 -9.94083 1.66404243624772 0.652450353835555
"9910" "2242330863068" 9909 9 100 0.994999 1.01891 1 1 0.999285 TRUE -28.4934 -14.5984 -7.65826 1.54755910773413 0.521330395691365
"9911" "2242330863068" 9910 10 100 0.411365 0.988016 1 1 0.999713 TRUE -29.2606 -12.924 -5.11104 1.66803562195945 0.9130450795173
"9919" "2242330863068" 9918 18 100 2.23344 1.09063 1 1 0.983706 TRUE -32.8901 -16.3655 -8.30533 1.77512528245837 1.40803481882211
"9922" "2242330863068" 9921 21 100 0.28673 1.10197 1 1 0.979417 TRUE -28.1091 -16.7592 -12.6061 1.62572370963449 0.432730342068034
"9938" "2242330863068" 9937 37 100 2.99733 1.13819 1 1 0.962527 TRUE -30.7051 -15.4201 -6.24842 1.72808014543777 0.756816012571917
"9966" "2242330863068" 9965 65 100 1.68438 1.32468 1 1 0.809909 TRUE -31.1794 -16.0133 -8.08339 1.81545678125441 1.22278578725351
"9970" "2242330863068" 9969 69 100 0.0773861 0.745153 1 1 0.878188 TRUE -30.6061 -13.3348 -1.35534 1.69542427487012 0.370228555864261
"9990" "2242330863068" 9989 89 100 0.900671 1.00738 1 1 0.999891 TRUE -27.3668 -11.2345 -2.04511 1.60132991979617 0.380889554870487
"9992" "2242330863068" 9991 91 100 0.755553 0.94861 1 1 0.994732 TRUE -31.9331 -16.3299 -5.42029 1.75399383050366 1.42954873097023
"9996" "2242330863068" 9995 95 100 0.976109 0.661622 1 1 0.795329 TRUE -28.5134 -10.9304 -3.79019 1.6643296921879 1.62841105973032
