"seed" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "PC1" "PC2" "PC3" "RDA1" "RDA2"
"3312" "2242330863068" 3311 11 34 0.110685 -0.236056 -0.333333 -0.333333 0.981252 TRUE 13.5602 6.30758 -9.61061 -0.771107912684494 0.951573807452562
"3319" "2242330863068" 3318 18 34 1.14765 -0.348738 -0.333333 -0.333333 0.999525 TRUE 14.0761 7.26956 -12.6994 -0.814789156573656 -1.34901812734925
"3334" "2242330863068" 3333 33 34 0.704815 -0.332927 -0.333333 -0.333333 1 TRUE 16.9708 7.45589 -13.6448 -0.929991991705746 -1.14628336805915
"3340" "2242330863068" 3339 39 34 2.2567 -0.387439 -0.333333 -0.333333 0.994162 TRUE 13.5751 8.4543 -10.0841 -0.735240148828711 -2.02932849139681
"3366" "2242330863068" 3365 65 34 -1.04945 -0.350856 -0.333333 -0.333333 0.999386 TRUE 13.2548 6.91145 -8.45082 -0.675911981123294 -0.969920784775894
"3372" "2242330863068" 3371 71 34 1.34712 -0.480748 -0.333333 -0.333333 0.957469 TRUE 22.619 -0.945823 -10.0193 -1.29576185208475 -0.788109220248172
"3379" "2242330863068" 3378 78 34 -1.79097 -0.270894 -0.333333 -0.333333 0.992233 TRUE 9.97906 15.5139 -14.0258 -0.562560113903237 -0.6267477159665
"3393" "2242330863068" 3392 92 34 -0.404264 -0.448506 -0.333333 -0.333333 0.973819 TRUE 18.2586 5.20575 -10.3141 -0.99774093947475 -0.747849013129009
"3395" "2242330863068" 3394 94 34 0.0393678 -0.340342 -0.333333 -0.333333 0.999902 TRUE 15.0713 8.42116 -12.5111 -0.783241407046249 -0.56944737608333
"3409" "2242330863068" 3408 8 35 0.185786 -0.357393 -0.111111 -0.333333 0.998843 TRUE 15.221 11.2315 -12.8301 -0.872737303796835 -1.67169850733865
"3437" "2242330863068" 3436 36 35 -0.429846 -0.396175 -0.111111 -0.333333 0.992133 TRUE 12.2748 9.05934 -8.94897 -0.66479609761788 -1.31036936574068
"3452" "2242330863068" 3451 51 35 0.513048 -0.241899 -0.111111 -0.333333 0.983419 TRUE 10.1543 13.2315 -14.6904 -0.530480646521349 1.08194167055699
"3453" "2242330863068" 3452 52 35 0.482004 -0.248268 -0.111111 -0.333333 0.985632 TRUE 12.0486 10.7242 -10.1495 -0.671995754437671 -0.987267169999961
"3455" "2242330863068" 3454 54 35 0.934496 -0.13238 -0.111111 -0.333333 0.922411 TRUE 15.1474 7.70339 -12.8212 -0.880794752417786 -0.359718879034223
"3464" "2242330863068" 3463 63 35 -0.328602 -0.465449 -0.111111 -0.333333 0.965693 TRUE 13.9707 11.8285 -11.9463 -0.821231226697517 -0.737745233636104
"3468" "2242330863068" 3467 67 35 0.576944 -0.391438 -0.111111 -0.333333 0.99327 TRUE 9.73113 12.9411 -14.4865 -0.489902260607082 -0.0827215690690332
"3481" "2242330863068" 3480 80 35 0.343138 -0.481494 -0.111111 -0.333333 0.957047 TRUE 15.2732 9.76845 -12.679 -0.797133658581699 -0.91819540469209
"3488" "2242330863068" 3487 87 35 0.476365 0.218944 -0.111111 -0.333333 0.54334 TRUE 10.6415 14.3853 -12.5825 -0.55147203312491 -1.30412940384718
"3495" "2242330863068" 3494 94 35 0.591011 -0.227324 -0.111111 -0.333333 0.977775 TRUE 13.1234 10.8556 -12.9989 -0.739872805242826 -1.86313792592265
"3512" "2242330863068" 3511 11 36 -0.134507 -0.0879475 0.111111 -0.333333 0.886541 TRUE 5.25987 14.9329 -6.37837 -0.333536292049805 -0.787689624560847
"3521" "2242330863068" 3520 20 36 -0.842827 -0.394949 0.111111 -0.333333 0.992436 TRUE 14.7539 14.2915 -11.4213 -0.838467640057945 1.17227112579747
"3524" "2242330863068" 3523 23 36 -1.21845 -0.502978 0.111111 -0.333333 0.944067 TRUE 13.2445 9.81546 -11.3997 -0.660772225057794 -0.35190556268786
"3528" "2242330863068" 3527 27 36 -1.15376 -0.493337 0.111111 -0.333333 0.950086 TRUE 12.5161 10.8913 -7.21537 -0.653289397880593 1.07122785014433
"3531" "2242330863068" 3530 30 36 2.72701 -0.377689 0.111111 -0.333333 0.996073 TRUE 13.7126 9.42589 -8.08593 -0.792982196838815 -0.504151392190203
"3537" "2242330863068" 3536 36 36 0.15768 -0.323472 0.111111 -0.333333 0.999806 TRUE 14.894 4.12375 -5.71003 -0.783638516253768 1.39248465075266
"3542" "2242330863068" 3541 41 36 1.24421 -0.230526 0.111111 -0.333333 0.979083 TRUE 13.8495 7.1965 -10.7497 -0.766659165717074 -1.28528975979934
"3547" "2242330863068" 3546 46 36 1.47956 -0.248454 0.111111 -0.333333 0.985694 TRUE 12.5137 12.3716 -13.9875 -0.622534547734389 0.700990681666255
"3593" "2242330863068" 3592 92 36 -1.01189 -0.364677 0.111111 -0.333333 0.998037 TRUE 8.66389 10.6247 -9.58086 -0.519047930970255 -0.03442083187832
"3597" "2242330863068" 3596 96 36 -0.050033 -0.501852 0.111111 -0.333333 0.944786 TRUE 12.9545 10.5148 -11.8374 -0.683410469133786 0.97686601157657
"3602" "2242330863068" 3601 1 37 0.557673 -0.387621 0.333333 -0.333333 0.994123 TRUE 12.0539 11.6774 -13.6624 -0.634768012444786 0.239695430522194
"3607" "2242330863068" 3606 6 37 0.00147038 -0.168473 0.333333 -0.333333 0.947093 TRUE 13.0254 10.7112 -10.7822 -0.780172496555435 0.745244258628297
"3614" "2242330863068" 3613 13 37 0.981991 -0.262376 0.333333 -0.333333 0.989981 TRUE 10.5564 9.4778 -8.29857 -0.629333468980961 -1.11021360227332
"3629" "2242330863068" 3628 28 37 -0.102993 -0.372759 0.333333 -0.333333 0.996896 TRUE 18.4964 5.61103 -12.459 -1.04770187156093 -0.336264565149951
"3634" "2242330863068" 3633 33 37 -1.86792 -0.195491 0.333333 -0.333333 0.962712 TRUE 6.6813 12.3485 -5.7863 -0.369313436421737 1.12737300649979
"3636" "2242330863068" 3635 35 37 0.878372 -0.544519 0.333333 -0.333333 0.914664 TRUE 13.5656 7.76529 -11.3857 -0.820897446834777 0.164675223517124
"3666" "2242330863068" 3665 65 37 -0.322842 -0.239876 0.333333 -0.333333 0.982683 TRUE 11.3018 13.5027 -7.85899 -0.613882958253647 0.983671799415305
"3669" "2242330863068" 3668 68 37 0.202496 -0.516872 0.333333 -0.333333 0.934847 TRUE 17.0896 7.60216 -15.9099 -0.909248215835851 1.04264486944137
"3699" "2242330863068" 3698 98 37 0.33491 -0.507505 0.333333 -0.333333 0.941132 TRUE 18.1858 6.3837 -9.73158 -0.990353780806024 0.42417848794634
"3700" "2242330863068" 3699 99 37 0.426394 -0.0291339 0.333333 -0.333333 0.831042 TRUE 15.1979 8.25565 -10.8843 -0.85937805157212 1.13115226038105
"3703" "2242330863068" 3702 2 38 -1.19549 -0.251285 0.555556 -0.333333 0.986626 TRUE 15.3586 11.1593 -13.2275 -0.801145975206785 -0.00942026148288993
"3706" "2242330863068" 3705 5 38 2.08598 -0.0814282 0.555556 -0.333333 0.880811 TRUE 16.7293 7.85218 -12.1294 -0.899783114787274 1.5465241287942
"3711" "2242330863068" 3710 10 38 0.301477 -0.307443 0.555556 -0.333333 0.99866 TRUE 10.68 13.287 -10.1427 -0.619409695200264 1.34548580226285
"3712" "2242330863068" 3711 11 38 0.978752 -0.388629 0.555556 -0.333333 0.993904 TRUE 14.3511 6.3703 -12.9363 -0.760021842318624 0.891115003066613
"3719" "2242330863068" 3718 18 38 0.252723 -0.362182 0.555556 -0.333333 0.998337 TRUE 13.44 8.29584 -13.3209 -0.692294588498117 1.3657025168432
"3724" "2242330863068" 3723 23 38 0.928652 -0.237084 0.555556 -0.333333 0.981643 TRUE 17.5476 7.6507 -13.5875 -0.901927904210017 1.49003228077426
"3726" "2242330863068" 3725 25 38 1.26317 -0.393009 0.555556 -0.333333 0.992903 TRUE 15.9739 5.75089 -9.85019 -0.903119991552807 1.06695279204135
"3735" "2242330863068" 3734 34 38 2.89333 -0.455764 0.555556 -0.333333 0.970466 TRUE 11.1854 9.98942 -9.2318 -0.576452854914983 0.949654438642614
"3758" "2242330863068" 3757 57 38 1.85434 -0.315236 0.555556 -0.333333 0.999345 TRUE 9.60862 8.64289 -12.7527 -0.567523538965741 1.43502231415929
"3786" "2242330863068" 3785 85 38 0.683669 -0.338657 0.555556 -0.333333 0.999943 TRUE 18.1453 7.24595 -14.4231 -1.02604407216578 0.920786952439841
"3811" "2242330863068" 3810 10 39 -0.87649 -0.39115 0.777778 -0.333333 0.993337 TRUE 12.1835 10.193 -10.4404 -0.671270049757633 -0.225447826668583
"3824" "2242330863068" 3823 23 39 0.615949 -0.244769 0.777778 -0.333333 0.984435 TRUE 16.046 6.65094 -11.3171 -0.877417617974764 0.806568937780982
"3835" "2242330863068" 3834 34 39 0.0287681 -0.397307 0.777778 -0.333333 0.991848 TRUE 15.3336 5.4784 -11.9966 -0.841252835808795 1.30882762909502
"3838" "2242330863068" 3837 37 39 1.31457 -0.418723 0.777778 -0.333333 0.985523 TRUE 15.4461 10.604 -13.9276 -0.829376119313571 0.51593672422607
"3851" "2242330863068" 3850 50 39 0.452383 -0.354119 0.777778 -0.333333 0.999136 TRUE 7.23131 8.72221 -10.7754 -0.364321100041899 1.97285582396058
"3854" "2242330863068" 3853 53 39 0.076927 -0.600713 0.777778 -0.333333 0.866768 TRUE 13.8755 14.446 -11.0992 -0.708871041847725 1.07334170783106
"3872" "2242330863068" 3871 71 39 -0.953801 0.131683 0.777778 -0.333333 0.648898 TRUE 13.6186 5.08971 -10.1493 -0.758642851565095 1.99608302367959
"3873" "2242330863068" 3872 72 39 -0.350496 -0.273659 0.777778 -0.333333 0.992903 TRUE 12.6721 8.83038 -6.7491 -0.688381681479691 1.58475501168003
"3880" "2242330863068" 3879 79 39 0.114858 -0.25092 0.777778 -0.333333 0.986508 TRUE 11.715 7.25172 -7.33265 -0.703391484836908 0.796559829092113
"3892" "2242330863068" 3891 91 39 1.25469 -0.443048 0.777778 -0.333333 0.976213 TRUE 11.7667 12.2606 -5.73711 -0.644125013076253 0.617488266303003
"3902" "2242330863068" 3901 1 40 -1.56294 -0.4385 1 -0.333333 0.978123 TRUE 18.7825 5.71858 -15.4052 -1.02918511328601 1.56635041296376
"3923" "2242330863068" 3922 22 40 -1.04381 -0.25394 1 -0.333333 0.987473 TRUE 14.6524 7.93688 -14.3941 -0.802622323055392 2.23357619664784
"3938" "2242330863068" 3937 37 40 -1.4709 -0.515599 1 -0.333333 0.935718 TRUE 11.1709 9.66736 -10.1089 -0.600523362874214 0.913233091960419
"3948" "2242330863068" 3947 47 40 -0.152496 -0.184828 1 -0.333333 0.956851 TRUE 13.4648 7.03867 -13.2593 -0.724815240410983 2.67119219921803
"3952" "2242330863068" 3951 51 40 -0.240644 -0.271569 1 -0.333333 0.992399 TRUE 13.7455 13.4492 -16.2072 -0.719171703242346 0.873882024742154
"3968" "2242330863068" 3967 67 40 -0.103574 -0.0800507 1 -0.333333 0.879586 TRUE 12.244 11.2503 -10.9248 -0.731824992236375 1.68451804426544
"3969" "2242330863068" 3968 68 40 0.454337 -0.314186 1 -0.333333 0.999267 TRUE 12.94 12.7455 -14.8535 -0.747105108564314 1.31723797803465
"3973" "2242330863068" 3972 72 40 -0.116507 -0.379099 1 -0.333333 0.99582 TRUE 13.6542 10.4542 -13.4764 -0.752551735683727 0.430480503213831
"3977" "2242330863068" 3976 76 40 0.861773 -0.204534 1 -0.333333 0.967366 TRUE 7.87883 9.10792 -9.23513 -0.400239707567711 2.45324129584777
"3993" "2242330863068" 3992 92 40 2.33116 -0.448379 1 -0.333333 0.973876 TRUE 11.2965 6.64146 -8.79897 -0.632069134645791 2.37412266886371
"4030" "2242330863068" 4029 29 41 -1.19169 -0.0130212 -1 -0.111111 0.980941 TRUE 2.25677 17.6288 -4.59458 -0.213802101404058 -2.65073552103151
"4039" "2242330863068" 4038 38 41 -0.581167 -0.274772 -1 -0.111111 0.94784 TRUE 3.81086 12.2382 0.743211 -0.22387472227689 -0.785075565653327
"4041" "2242330863068" 4040 40 41 1.19917 0.0589197 -1 -0.111111 0.943819 TRUE 6.88457 15.5064 -9.64547 -0.400574650826177 -1.08024086177722
"4047" "2242330863068" 4046 46 41 0.0926982 -0.0555669 -1 -0.111111 0.993849 TRUE -2.31411 14.4753 1.35156 0.0455810950659621 -0.372605101419758
"4071" "2242330863068" 4070 70 41 0.856284 0.163644 -1 -0.111111 0.859864 TRUE 2.29037 15.858 -5.09463 -0.0868601050974037 -2.43180623367901
"4089" "2242330863068" 4088 88 41 -0.531271 -0.170013 -1 -0.111111 0.993085 TRUE 1.94557 21.4968 -1.88281 -0.11240616760436 -1.90447117357596
"4093" "2242330863068" 4092 92 41 1.02338 -0.486656 -1 -0.111111 0.754223 TRUE 10.9227 14.5023 -7.72287 -0.703860805770586 -3.04955901801222
"4094" "2242330863068" 4093 93 41 -0.0940769 0.0495907 -1 -0.111111 0.949661 TRUE 4.17284 17.2605 -7.85659 -0.262043286768251 -1.30359316204828
"4098" "2242330863068" 4097 97 41 -1.48431 -0.207577 -1 -0.111111 0.981561 TRUE 2.9001 16.2318 -4.92585 -0.165211746768875 -2.90655566042659
"4099" "2242330863068" 4098 98 41 -1.40222 -0.203491 -1 -0.111111 0.983077 TRUE 5.83086 13.2898 -3.69132 -0.356732274277037 -2.61213533820162
"4118" "2242330863068" 4117 17 42 -0.118973 -0.00867609 -0.777778 -0.111111 0.979233 TRUE 0.536653 16.1313 -3.54471 -0.0196820494900945 -1.39243030781763
"4123" "2242330863068" 4122 22 42 -0.699707 -0.00668019 -0.777778 -0.111111 0.978425 TRUE 8.08837 16.519 -7.34569 -0.46125206668006 -0.528135943227413
"4131" "2242330863068" 4130 30 42 -0.125208 -0.171429 -0.777778 -0.111111 0.99275 TRUE 0.849156 16.0929 -5.99888 -0.0240759792570654 -1.55204850554407
"4145" "2242330863068" 4144 44 42 1.78853 -0.226266 -0.777778 -0.111111 0.973827 TRUE 9.79275 14.5922 -7.09926 -0.568709922810483 -0.742080160591683
"4147" "2242330863068" 4146 46 42 -1.26582 -0.281193 -0.777778 -0.111111 0.943786 TRUE 3.65475 17.4008 -4.85112 -0.219418722063942 -0.529059967581021
"4156" "2242330863068" 4155 55 42 0.375833 -0.285831 -0.777778 -0.111111 0.940772 TRUE 10.9028 10.4514 -9.38701 -0.629658186853499 -1.40646850497636
"4165" "2242330863068" 4164 64 42 -0.65616 -0.0799272 -0.777778 -0.111111 0.998057 TRUE -1.12319 16.607 1.24097 0.0172261296629365 -0.593281252452466
"4170" "2242330863068" 4169 69 42 0.726136 0.196404 -0.777778 -0.111111 0.827678 TRUE -1.79186 16.3907 -1.30601 0.188870587465286 -0.691457808636468
"4186" "2242330863068" 4185 85 42 0.105913 -0.172349 -0.777778 -0.111111 0.992528 TRUE 2.2289 16.5111 -8.60387 -0.150607334544935 0.253759634655738
"4198" "2242330863068" 4197 97 42 0.766778 -0.056797 -0.777778 -0.111111 0.994117 TRUE 1.70642 12.5293 -8.57467 -0.0767939821517352 -0.622820585371192
"4202" "2242330863068" 4201 1 43 1.9456 -0.554547 -0.555556 -0.111111 0.674847 TRUE 6.33664 20.8954 -13.6544 -0.284626279811136 -2.36507595994571
"4207" "2242330863068" 4206 6 43 0.776868 -0.18092 -0.555556 -0.111111 0.990301 TRUE 9.93733 14.1106 -6.30789 -0.567734977881402 -0.847364145403952
"4219" "2242330863068" 4218 18 43 -0.083563 -0.0608374 -0.555556 -0.111111 0.994958 TRUE 5.30404 14.809 -4.02016 -0.196522458217716 -2.14316772270046
"4247" "2242330863068" 4246 46 43 -0.812967 -0.0516172 -0.555556 -0.111111 0.992946 TRUE 3.1187 16.1974 -5.78583 -0.140172914017439 -1.69764471500113
"4254" "2242330863068" 4253 53 43 0.33672 -0.190188 -0.555556 -0.111111 0.987571 TRUE 11.5215 17.527 -13.3787 -0.638778892137997 -3.37943765265844
"4259" "2242330863068" 4258 58 43 -0.410893 -0.225883 -0.555556 -0.111111 0.973999 TRUE 8.69808 14.5319 -7.05006 -0.489321230919301 -0.718330965773324
"4262" "2242330863068" 4261 61 43 0.390189 -0.347364 -0.555556 -0.111111 0.894374 TRUE 3.78968 14.3952 -7.70081 -0.181461410683117 -0.841819979028094
"4268" "2242330863068" 4267 67 43 0.601384 -0.0592637 -0.555556 -0.111111 0.994638 TRUE 3.66145 16.1653 -4.83231 -0.20616906668095 -1.36495108095355
"4278" "2242330863068" 4277 77 43 -0.522742 0.207733 -0.555556 -0.111111 0.816014 TRUE -2.42577 18.4875 0.178173 0.121144871442127 -0.904286608288329
"4292" "2242330863068" 4291 91 43 0.0514511 -0.386935 -0.555556 -0.111111 0.858852 TRUE 8.35523 13.3989 -6.81227 -0.490717784314882 -1.45805745685326
"4302" "2242330863068" 4301 1 44 -1.45974 -0.0975878 -0.333333 -0.111111 0.999634 TRUE 6.9234 12.992 -1.33852 -0.417315044558391 -1.09938940200484
"4309" "2242330863068" 4308 8 44 -0.904957 -0.129965 -0.333333 -0.111111 0.999289 TRUE -0.155465 15.767 0.807728 0.0603520226071706 0.135232422367944
"4329" "2242330863068" 4328 28 44 -1.01692 -0.00169236 -0.333333 -0.111111 0.976339 TRUE 3.59709 17.365 -4.34803 -0.266612266243314 0.490432370882618
"4332" "2242330863068" 4331 31 44 -0.778749 -0.154219 -0.333333 -0.111111 0.99629 TRUE 0.53631 20.0004 -2.86938 -0.0435593082498963 -1.48531069474235
"4344" "2242330863068" 4343 43 44 1.35872 -0.329794 -0.333333 -0.111111 0.908787 TRUE 5.56963 15.3571 -9.66824 -0.233239254582018 -2.26014407895268
"4347" "2242330863068" 4346 46 44 -0.0713552 -0.197896 -0.333333 -0.111111 0.98505 TRUE 9.52115 16.1603 -6.74426 -0.561089175931745 -1.35325340955149
"4349" "2242330863068" 4348 48 44 0.967395 0.0669213 -0.333333 -0.111111 0.938576 TRUE 3.95269 20.0658 -7.06828 -0.178811775227559 -1.06525460954278
"4370" "2242330863068" 4369 69 44 -0.110113 -0.288509 -0.333333 -0.111111 0.939 TRUE 4.56735 16.4488 -4.82435 -0.249225810080586 -1.49811709892051
"4389" "2242330863068" 4388 88 44 -0.625952 -0.139823 -0.333333 -0.111111 0.998353 TRUE 5.35069 13.5015 -8.00359 -0.32412687821317 -0.475255805738817
"4393" "2242330863068" 4392 92 44 -1.41208 -0.0663235 -0.333333 -0.111111 0.995996 TRUE 9.39414 11.2221 -6.83739 -0.51964609770211 -2.76986098523493
"4404" "2242330863068" 4403 3 45 0.188634 -0.193541 -0.111111 -0.111111 0.986503 TRUE 5.15305 17.7774 -6.33878 -0.339547947113139 1.1505599193173
"4414" "2242330863068" 4413 13 45 0.261054 -0.245773 -0.111111 -0.111111 0.964382 TRUE 6.05553 16.3076 -8.24923 -0.327363803729085 -2.13547077158845
"4426" "2242330863068" 4425 25 45 0.967793 -0.309847 -0.111111 -0.111111 0.924047 TRUE 1.81583 17.6772 -7.01955 -0.107817142617726 0.416561233330586
"4435" "2242330863068" 4434 34 45 0.733361 -0.0882271 -0.111111 -0.111111 0.998953 TRUE 7.85023 14.2547 -8.91973 -0.434258528191944 0.0926270000374507
"4441" "2242330863068" 4440 40 45 0.107471 -0.105989 -0.111111 -0.111111 0.999948 TRUE 1.42433 16.0833 -2.74888 -0.079657399122248 -0.861798600581782
"4457" "2242330863068" 4456 56 45 0.688308 -0.156334 -0.111111 -0.111111 0.995918 TRUE 2.27765 18.0723 -4.67147 -0.126372162190231 -0.194351303597561
"4458" "2242330863068" 4457 57 45 0.906357 0.179397 -0.111111 -0.111111 0.844687 TRUE 0.399675 16.3545 -4.70615 -0.0187977068461017 -2.90754529720036
"4464" "2242330863068" 4463 63 45 -0.0908501 -0.1155 -0.111111 -0.111111 0.999961 TRUE 3.65335 15.4997 -6.34725 -0.177747976128152 -0.127136028769252
"4468" "2242330863068" 4467 67 45 -0.347289 -0.110725 -0.111111 -0.111111 1 TRUE 7.65414 14.0764 -7.5969 -0.493954844448847 1.8300134503261
"4495" "2242330863068" 4494 94 45 -0.258939 -0.249997 -0.111111 -0.111111 0.962156 TRUE 12.8873 12.5805 -11.961 -0.72804187428378 -0.459151781087949
"4507" "2242330863068" 4506 6 46 1.42424 -0.41571 0.111111 -0.111111 0.830638 TRUE 8.21068 13.9536 -9.86599 -0.437818013908363 0.016133664189443
"4521" "2242330863068" 4520 20 46 -1.13661 0.00190462 0.111111 -0.111111 0.974778 TRUE 1.58834 8.91016 -2.16172 -0.148029508270533 -0.600686810901056
"4524" "2242330863068" 4523 23 46 0.201229 0.123251 0.111111 -0.111111 0.895968 TRUE 9.18312 12.8872 -5.1502 -0.482708653773538 0.981713156029591
"4531" "2242330863068" 4530 30 46 0.283173 -0.25742 0.111111 -0.111111 0.958091 TRUE 5.85312 12.4152 -5.94763 -0.301472229926033 1.0137837958173
"4548" "2242330863068" 4547 47 46 1.75937 -0.280804 0.111111 -0.111111 0.944036 TRUE 8.73432 13.8084 -2.72866 -0.469390562525909 -0.696975897716115
"4569" "2242330863068" 4568 68 46 -0.297078 0.0934108 0.111111 -0.111111 0.919745 TRUE -0.930849 13.7489 0.261811 0.0380689211582462 -1.34818765981397
"4570" "2242330863068" 4569 69 46 -0.908437 -0.101381 0.111111 -0.111111 0.999811 TRUE 4.21624 12.9054 -7.62914 -0.231538191863465 0.374187497278881
"4588" "2242330863068" 4587 87 46 0.643686 -0.265435 0.111111 -0.111111 0.953485 TRUE 2.25136 19.1189 -5.7919 -0.0887491575215463 -0.410613913073757
"4594" "2242330863068" 4593 93 46 -0.63951 -0.351817 0.111111 -0.111111 0.890583 TRUE 9.98257 8.60187 -7.77679 -0.530329406022046 -1.45550525558579
"4598" "2242330863068" 4597 97 46 -1.21773 0.083195 0.111111 -0.111111 0.927271 TRUE 0.666673 17.4436 -8.34501 0.045253667727969 1.72902904928275
"4606" "2242330863068" 4605 5 47 0.917769 0.0363804 0.333333 -0.111111 0.957425 TRUE 3.93538 16.4885 -3.51493 -0.283649009927131 -0.0644873364914356
"4609" "2242330863068" 4608 8 47 -0.00148497 -0.0727588 0.333333 -0.111111 0.997063 TRUE 8.33538 12.9438 -6.49436 -0.518794850311555 -0.60795201232983
"4619" "2242330863068" 4618 18 47 0.594268 0.0536762 0.333333 -0.111111 0.947139 TRUE 2.81485 17.0586 -7.26158 -0.0308240479350136 -0.0177937366736101
"4622" "2242330863068" 4621 21 47 0.807955 -0.177121 0.333333 -0.111111 0.991323 TRUE 5.66392 17.8459 -5.67333 -0.301057937419436 1.41832179320945
"4661" "2242330863068" 4660 60 47 0.00220271 0.0543823 0.333333 -0.111111 0.946697 TRUE 4.45304 20.3572 -7.14596 -0.245693000226954 2.44237815924829
"4662" "2242330863068" 4661 61 47 0.127468 -0.0410183 0.333333 -0.111111 0.990222 TRUE 0.469242 19.2637 -4.09207 -0.0749142517204784 0.770854349190505
"4675" "2242330863068" 4674 74 47 -0.0226881 0.0190537 0.333333 -0.111111 0.966682 TRUE 4.31341 19.7955 -3.39742 -0.296804721632054 1.19946892597501
"4683" "2242330863068" 4682 82 47 0.534307 0.0849197 0.333333 -0.111111 0.926023 TRUE 1.80682 19.7139 -4.17205 -0.065979804401998 1.6879204531191
"4692" "2242330863068" 4691 91 47 2.05923 -0.285596 0.333333 -0.111111 0.940927 TRUE 7.86652 14.6164 -8.95809 -0.370583899346111 1.61366534112696
"4694" "2242330863068" 4693 93 47 -0.994809 -0.136381 0.333333 -0.111111 0.998724 TRUE 7.99381 15.3834 -6.86355 -0.412749702055292 0.135435893811799
"4717" "2242330863068" 4716 16 48 0.301692 -0.067508 0.555556 -0.111111 0.996205 TRUE 2.61576 14.0905 -6.71049 -0.147648944174899 1.25807798758266
"4722" "2242330863068" 4721 21 48 -0.313619 -0.315469 0.555556 -0.111111 0.919869 TRUE 3.54351 11.1344 -5.45803 -0.211668591374081 -0.674243085614791
"4735" "2242330863068" 4734 34 48 -0.790366 -0.228036 0.555556 -0.111111 0.973027 TRUE 5.83526 9.69463 -6.91785 -0.3239523801894 0.220050494297479
"4749" "2242330863068" 4748 48 48 -0.14969 -0.0122774 0.555556 -0.111111 0.980653 TRUE -3.26224 16.415 -3.47803 0.134498689351886 2.30739416963752
"4758" "2242330863068" 4757 57 48 -1.70454 -0.175994 0.555556 -0.111111 0.991616 TRUE 2.42036 14.0732 -3.4687 -0.15752972234768 0.85427281018414
"4764" "2242330863068" 4763 63 48 -1.03909 -0.00332158 0.555556 -0.111111 0.977031 TRUE 4.47534 14.802 -7.14971 -0.323713606218549 1.54483981420325
"4770" "2242330863068" 4769 69 48 -1.33039 -0.227632 0.555556 -0.111111 0.973211 TRUE 3.7275 15.034 -3.98503 -0.219880546071174 0.656038070345895
"4775" "2242330863068" 4774 74 48 -0.352642 -0.0166158 0.555556 -0.111111 0.9823 TRUE 0.626124 15.9248 -3.15717 -0.0465878048091855 1.51058014552165
"4779" "2242330863068" 4778 78 48 0.752479 -0.0585021 0.555556 -0.111111 0.99448 TRUE 5.43166 14.4025 -7.40242 -0.332665218255533 0.918291999316247
"4782" "2242330863068" 4781 81 48 -0.518336 -0.127454 0.555556 -0.111111 0.999466 TRUE 4.6096 10.5729 -2.63988 -0.253125013269074 1.56749552379525
"4818" "2242330863068" 4817 17 49 0.672568 0.0444462 0.777778 -0.111111 0.952756 TRUE 4.4805 16.5635 -5.77787 -0.244856207702712 2.67766807640602
"4822" "2242330863068" 4821 21 49 1.28939 -0.487226 0.777778 -0.111111 0.753577 TRUE 3.53611 15.9842 -5.61026 -0.258507551082821 0.865614867903644
"4845" "2242330863068" 4844 44 49 0.517441 -0.20478 0.777778 -0.111111 0.982605 TRUE 10.2184 16.5718 -7.48546 -0.607843744929856 0.52568259294567
"4858" "2242330863068" 4857 57 49 -0.747807 0.222687 0.777778 -0.111111 0.800241 TRUE 2.88675 17.9405 -0.36782 -0.166008597893718 0.96109674715224
"4863" "2242330863068" 4862 62 49 0.0887945 0.0952768 0.777778 -0.111111 0.918336 TRUE 1.81317 13.5921 -3.37177 -0.156024407177167 -0.130711774696402
"4869" "2242330863068" 4868 68 49 0.351495 0.102309 0.777778 -0.111111 0.91293 TRUE 0.325412 11.8539 -5.83131 -0.00506503656873734 2.42160169932362
"4878" "2242330863068" 4877 77 49 0.217498 -0.149612 0.777778 -0.111111 0.99704 TRUE 2.02351 18.035 -4.02824 -0.152776922597173 0.927919380477451
"4882" "2242330863068" 4881 81 49 -0.441379 -0.13863 0.777778 -0.111111 0.998487 TRUE 5.22315 15.3591 -9.00027 -0.357345234844408 2.35965100383473
"4890" "2242330863068" 4889 89 49 0.410479 -0.0714956 0.777778 -0.111111 0.996866 TRUE 2.31138 14.9213 -6.31125 -0.11834259873563 1.35530120032901
"4896" "2242330863068" 4895 95 49 -0.743824 -0.0390003 0.777778 -0.111111 0.989654 TRUE 1.71941 19.6247 -8.37358 -0.119534285179307 1.76272875645268
"4922" "2242330863068" 4921 21 50 -1.69531 0.0108381 1 -0.111111 0.970695 TRUE 4.29225 15.6012 -5.09599 -0.216315310478035 1.83690931830547
"4924" "2242330863068" 4923 23 50 -0.916878 -0.0200172 1 -0.111111 0.983541 TRUE -0.94036 15.3027 -6.29665 0.0215674031977988 3.01738189186673
"4926" "2242330863068" 4925 25 50 -0.403252 0.0659206 1 -0.111111 0.939244 TRUE 6.04546 14.4752 -8.11076 -0.310387720367188 0.877350930577829
"4927" "2242330863068" 4926 26 50 -0.00477614 -0.249002 1 -0.111111 0.962686 TRUE 4.91418 15.3538 -5.04327 -0.263981105748847 2.65232122256177
