"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.501 0.536 0.492 0.483 0.066 0.006 0.292 0.209 197 178 1231770
0.5 0.534 0.513 0.484 0 0.061 0.34 0.289 281 200 1231771
0.502 0.536 0.509 0.494 0.028 0.03 0.237 0.312 236 219 1231772
0.501 0.532 0.535 0.525 0.037 0.006 0.407 0.218 176 110 1231773
0.48 0.529 0.517 0.474 0 0.06 0.204 0.374 138 199 1231774
0.481 0.529 0.498 0.391 0.096 0.064 0.13 0.337 147 272 1231775
0.488 0.533 0.506 0.463 0 0.073 0.193 0.415 210 275 1231776
0.478 0.529 0.476 0.385 0 0.094 0.152 0.362 162 296 1231777
0.476 0.522 0.506 0.484 0.036 0.039 0.212 0.336 158 128 1231778
0.475 0.523 0.499 0.463 0 0.043 0.115 0.442 119 236 1231779
0.479 0.523 0.452 0.413 0.026 0.042 0.171 0.292 137 240 1231780
0.488 0.535 0.51 0.468 0 0.055 0.177 0.373 209 276 1231781
0.476 0.525 0.461 0.342 0.029 0.11 0.048 0.393 119 373 1231782
0.475 0.528 0.516 0.468 0.063 0.054 0.236 0.266 133 156 1231783
0.492 0.587 0.577 0.494 0.15 0.081 0.386 0.242 197 251 1231784
0.497 0.586 0.549 0.442 0.137 0.114 0.297 0.217 263 317 1231785
0.499 0.603 0.557 0.447 0.114 0.07 0.206 0.281 372 341 1231786
0.501 0.598 0.53 0.429 0.071 0.108 0.191 0.324 356 374 1231787
0.503 0.589 0.577 0.49 0.161 0.082 0.297 0.201 183 184 1231788
0.573 0.625 0.611 0.569 0.055 0.059 0.197 0.401 199 222 1231789
0.562 0.619 0.591 0.532 0.131 0.052 0.277 0.291 204 283 1231790
0.576 0.626 0.599 0.533 0.079 0.084 0.223 0.403 253 344 1231791
0.569 0.627 0.591 0.507 0.131 0.114 0.146 0.535 236 428 1231792
0.562 0.617 0.602 0.567 0.036 0.039 0.264 0.292 170 185 1231793
0.558 0.638 0.599 0.361 0.175 0.161 0.092 0.458 128 346 1231794
0.56 0.634 0.606 0.36 0.169 0.187 0.219 0.494 129 360 1231795
0.572 0.646 0.604 0.355 0.14 0.168 0.16 0.403 188 455 1231796
0.566 0.649 0.619 0.329 0.138 0.255 0.07 0.574 126 534 1231797
0.546 0.625 0.613 0.446 0.092 0.147 0.157 0.469 121 273 1231798
0.314 0.385 0.376 0.293 0.065 0.09 0.2 0.242 214 338 1231799
0.31 0.375 0.357 0.257 0.1 0.097 0.18 0.163 270 352 1231800
0.325 0.404 0.38 0.257 0.092 0.1 0.197 0.165 391 416 1231801
0.322 0.397 0.365 0.233 0.093 0.126 0.153 0.189 366 472 1231802
0.324 0.392 0.385 0.258 0.061 0.083 0.206 0.177 248 257 1231803
0.404 0.435 0.429 0.411 0.019 0.026 0.16 0.255 204 254 1231804
0.396 0.429 0.41 0.369 0.028 0.057 0.171 0.333 219 294 1231805
0.41 0.445 0.425 0.363 0 0.083 0.109 0.339 290 454 1231806
0.404 0.437 0.415 0.353 0.041 0.083 0.094 0.326 226 504 1231807
0.409 0.443 0.419 0.397 0.028 0.026 0.31 0.219 224 188 1231808
0.41 0.464 0.429 0.181 0.107 0.164 0.08 0.322 102 429 1231809
0.417 0.467 0.418 0.146 0.182 0.178 0.132 0.363 126 386 1231810
0.417 0.471 0.44 0.26 0.131 0.203 0.132 0.384 196 560 1231811
0.414 0.472 0.416 0.256 0.097 0.197 0.073 0.376 124 645 1231812
0.395 0.436 0.425 0.303 0.212 0.125 0.098 0.316 99 241 1231813
0.489 0.591 0.579 0.486 0.108 0.08 0.237 0.278 169 218 1231814
0.489 0.588 0.541 0.414 0.056 0.123 0.302 0.233 186 234 1231815
0.488 0.592 0.542 0.427 0.103 0.115 0.26 0.33 269 263 1231816
0.491 0.606 0.435 0.352 0.066 0.131 0.224 0.266 248 269 1231817
0.49 0.591 0.544 0.466 0.021 0.08 0.356 0.199 233 173 1231818
0.56 0.621 0.603 0.548 0 0.096 0.251 0.43 153 202 1231819
0.557 0.621 0.582 0.482 0.049 0.1 0.299 0.387 143 217 1231820
0.569 0.632 0.587 0.495 0 0.118 0.191 0.403 202 278 1231821
0.564 0.628 0.58 0.451 0.016 0.148 0.101 0.472 167 340 1231822
0.561 0.628 0.614 0.593 0.031 0.018 0.321 0.267 166 87 1231823
0.555 0.638 0.583 0.301 0.022 0.242 0.116 0.443 101 292 1231824
0.551 0.636 0.58 0.357 0.04 0.216 0.167 0.392 117 269 1231825
0.567 0.652 0.615 0.399 0.037 0.214 0.124 0.477 170 332 1231826
0.558 0.647 0.592 0.293 0.035 0.289 0.07 0.55 106 421 1231827
0.542 0.626 0.608 0.388 0.021 0.238 0.08 0.48 93 234 1231828
0.319 0.399 0.366 0.26 0.042 0.099 0.205 0.192 211 282 1231829
0.314 0.39 0.266 0.178 0.001 0.13 0.13 0.157 239 340 1231830
0.316 0.4 0.361 0.203 0.019 0.156 0.143 0.198 330 356 1231831
0.321 0.403 0.361 0.211 0.021 0.157 0.143 0.218 319 388 1231832
0.33 0.409 0.389 0.291 0.013 0.103 0.273 0.103 189 200 1231833
0.409 0.444 0.434 0.402 0 0.042 0.194 0.249 151 219 1231834
0.396 0.433 0.394 0.32 0 0.091 0.156 0.246 162 294 1231835
0.408 0.446 0.389 0.295 0 0.122 0.127 0.323 213 350 1231836
0.404 0.443 0.417 0.309 0 0.128 0.083 0.361 182 423 1231837
0.391 0.424 0.392 0.366 0 0.036 0.194 0.279 160 207 1231838
0.412 0.475 0.445 0.239 0 0.203 0.083 0.383 110 345 1231839
0.411 0.464 0.423 0.197 0.086 0.161 0.1 0.233 109 335 1231840
0.414 0.471 0.427 0.167 0.031 0.264 0.115 0.325 149 467 1231841
0.415 0.474 0.424 0.138 0 0.274 0.042 0.383 86 580 1231842
0.386 0.444 0.426 0.204 0 0.161 0.112 0.306 118 230 1231843
0.507 0.531 0.528 0.528 0.447 -0.001 0.289 0.329 19 10 1231844
0.509 0.532 0.533 0.53 0.366 0.011 0.485 0.038 29 14 1231845
0.511 0.535 0.534 0.526 0.349 0.018 0.189 0.37 37 21 1231846
0.51 0.536 0.535 0.535 0.476 -0.001 0.458 0.232 34 12 1231847
0.514 0.538 0.536 0.535 0.158 -0.001 0.352 0.163 28 4 1231848
0.481 0.52 0.504 0.499 0.336 0.006 0.202 0.389 28 13 1231849
0.481 0.523 0.503 0.496 0.316 0.01 0.214 0.267 36 10 1231850
0.491 0.525 0.52 0.513 0.337 0.011 0.083 0.409 42 23 1231851
0.484 0.529 0.502 0.5 0.412 0.005 0.126 0.407 34 23 1231852
0.476 0.519 0.51 0.506 0.212 0.007 0.24 0.065 26 9 1231853
0.485 0.528 0.522 0.521 0.275 0.001 0.048 0.369 21 22 1231854
0.478 0.523 0.462 0.446 0.31 0.017 0.233 0.436 29 17 1231855
0.49 0.527 0.517 0.508 0.373 0.015 0.122 0.477 37 22 1231856
0.486 0.529 0.525 0.516 0.462 0.013 0.088 0.445 31 41 1231857
0.473 0.514 0.509 0.495 0.232 -0.003 0.217 0.303 22 19 1231858
0.504 0.606 0.595 0.467 0.498 0.083 0.307 0.275 36 34 1231859
0.507 0.597 0.569 0.453 0.3 0.071 0.347 0.32 45 38 1231860
0.504 0.598 0.58 0.419 0.488 0.113 0.337 0.245 51 58 1231861
0.498 0.596 0.571 0.446 0.493 0.088 0.225 0.281 57 50 1231862
0.488 0.584 0.571 0.383 0.399 0.071 0.32 0.282 32 33 1231863
0.569 0.621 0.611 0.605 0.455 0.011 0.19 0.518 36 23 1231864
0.564 0.619 0.618 0.609 0.414 0.016 0.269 0.37 34 22 1231865
0.575 0.629 0.62 0.609 0.352 0.016 0.2 0.352 57 31 1231866
0.573 0.631 0.613 0.606 0.508 0.01 0.17 0.42 51 33 1231867
0.552 0.607 0.6 0.596 0.201 0.006 0.291 0.38 29 18 1231868
0.565 0.641 0.625 0.463 0.448 0.122 0.063 0.538 28 51 1231869
0.564 0.645 0.528 0.478 0.381 0.041 0.15 0.378 31 41 1231870
0.57 0.649 0.632 0.418 0.485 0.148 0.102 0.537 41 51 1231871
0.566 0.652 0.587 0.434 0.542 0.09 0.084 0.571 39 52 1231872
0.534 0.618 0.604 0.477 0.516 0.087 0.06 0.307 23 39 1231873
0.317 0.398 0.372 0.191 0.093 0.113 0.171 0.146 45 47 1231874
0.318 0.399 0.324 0.166 0.086 0.096 0.158 0.101 55 48 1231875
0.325 0.407 0.367 0.228 0.293 0.13 0.212 0.245 51 73 1231876
0.325 0.402 0.37 0.235 0.318 0.097 0.074 0.147 44 51 1231877
0.335 0.409 0.398 0.21 0.144 0.131 0.244 0.143 41 46 1231878
0.398 0.431 0.421 0.409 0.275 0.014 0.065 0.233 38 37 1231879
0.404 0.437 0.424 0.416 0.342 0.008 0.196 0.227 42 35 1231880
0.405 0.436 0.428 0.413 0.315 0.019 0.099 0.351 45 45 1231881
0.405 0.44 0.419 0.405 0.29 0.017 0.139 0.391 50 60 1231882
0.397 0.433 0.429 0.417 0.222 0.013 0.182 0.081 39 23 1231883
0.406 0.46 0.447 0.302 0.319 0.14 0.033 0.311 25 59 1231884
0.409 0.469 0.442 0.227 0.346 0.174 0.039 0.401 27 54 1231885
0.414 0.466 0.457 0.273 0.265 0.173 0.086 0.403 47 55 1231886
0.415 0.473 0.452 0.251 0.344 0.173 0.006 0.45 33 103 1231887
0.399 0.447 0.428 0.339 0.296 0.096 0.2 0.349 25 53 1231888
0.5 0.603 0.577 0.533 0.474 0.043 0.157 0.353 19 12 1231889
0.491 0.584 0.548 0.419 0.374 0.072 0.348 0.22 26 13 1231890
0.504 0.601 0.592 0.434 0.5 0.099 0.296 0.202 25 21 1231891
0.502 0.612 0.604 0.459 0.538 0.099 0.301 0.341 29 21 1231892
0.502 0.592 0.582 0.471 0.332 0.064 0.359 0.214 22 13 1231893
0.568 0.619 0.612 0.612 0.512 0 0.107 0.418 18 0 1231894
0.561 0.621 0.603 0.598 0.366 0.006 0.257 0.306 23 7 1231895
0.575 0.63 0.628 0.62 0.517 0.012 0.218 0.334 25 9 1231896
0.575 0.63 0.624 0.617 0.581 0.01 0.117 0.512 21 6 1231897
0.547 0.605 0.591 0.586 0.469 0.007 0.199 0.159 18 6 1231898
0.567 0.649 0.64 0.529 0.544 0.1 0.142 0.506 15 9 1231899
0.56 0.638 0.622 0.34 0.364 0.212 0.192 0.423 15 15 1231900
0.574 0.648 0.644 0.408 0.584 0.204 0.101 0.332 19 23 1231901
0.565 0.647 0.64 0.436 0.595 0.161 0.093 0.551 17 15 1231902
0.531 0.61 0.602 0.457 0.38 0.126 0.218 0.43 15 8 1231903
0.317 0.4 0.375 0.287 0.242 0.082 0.186 0.177 17 25 1231904
0.324 0.4 0.311 0.177 0.125 0.088 0.156 0.113 17 23 1231905
0.323 0.409 0.368 0.22 0.304 0.117 0.134 0.134 29 24 1231906
0.319 0.411 0.371 0.282 0.307 0.072 0.183 0.299 28 24 1231907
0.321 0.401 0.351 0.24 0.242 0.088 0.216 0.117 19 21 1231908
0.402 0.436 0.423 0.422 0.304 0.001 0.215 0.328 24 5 1231909
0.402 0.438 0.424 0.421 0.34 0.004 0.252 0.191 21 10 1231910
0.407 0.442 0.433 0.414 0.316 0.022 0.122 0.322 23 12 1231911
0.406 0.442 0.43 0.419 0.306 0.015 0.298 0.321 21 9 1231912
0.389 0.426 0.413 0.405 0.232 0.006 0.153 0.377 16 7 1231913
0.416 0.469 0.448 0.356 0.294 0.09 0.13 0.298 15 16 1231914
0.391 0.451 0.421 0.219 0.304 0.168 0.085 0.382 16 20 1231915
0.412 0.467 0.454 0.206 0.361 0.2 0.113 0.419 15 34 1231916
0.411 0.468 0.448 0.214 0.382 0.201 0.012 0.39 18 29 1231917
0.395 0.452 0.445 0.322 0.339 0.099 0.053 0.378 19 15 1231918
0.511 0.536 0.536 0.526 0.465 0.018 0.174 0.089 4 1 1231919
0.517 0.533 0.533 0.533 0.535 0 0.344 0.325 8 0 1231920
0.516 0.539 0.538 0.538 0.537 0 0.418 0.379 7 0 1231921
0.514 0.532 0.532 0.532 0.505 0 0.292 0.237 6 0 1231922
0.505 0.537 0.537 0.5 0.292 0.031 0.292 0.315 3 2 1231923
0.485 0.521 0.521 0.521 0.514 0 0.41 0.356 5 0 1231924
0.486 0.528 0.528 0.527 0.52 0 0.15 0.341 5 1 1231925
0.497 0.523 0.523 0.523 0.52 0 0.071 0.382 8 0 1231926
0.492 0.527 0.527 0.527 0.524 0 0.017 0.337 7 0 1231927
0.455 0.508 0.508 0.481 0.418 0.035 0.262 0.153 4 1 1231928
0.487 0.52 0.52 0.519 0.519 0.003 0.03 0.426 5 1 1231929
0.435 0.461 0.461 0.461 0.461 0 0 0.264 4 1 1231930
0.501 0.528 0.528 0.528 0.515 0 0.088 0.267 8 1 1231931
0.485 0.527 0.527 0.527 0.512 0 0.084 0.498 7 0 1231932
0.469 0.522 0.522 0.522 0.4 0 0.103 0.359 5 0 1231933
0.487 0.584 0.584 0.5 0.518 0.033 0.19 0.307 7 2 1231934
0.495 0.589 0.556 0.394 0.503 0.05 0.478 0.29 8 6 1231935
0.508 0.602 0.601 0.585 0.563 0.008 0.099 0.396 9 1 1231936
0.509 0.597 0.597 0.408 0.549 0.086 0.126 0.211 7 8 1231937
0.471 0.549 0.549 0.509 0.522 0.025 0.272 0.14 7 2 1231938
0.547 0.594 0.594 0.594 0.556 0 0.28 0.27 8 0 1231939
0.525 0.572 0.523 0.523 0.523 0 0.309 0.3 7 0 1231940
0.578 0.634 0.634 0.626 0.57 0 0.108 0.275 7 1 1231941
0.553 0.623 0.623 0.623 0.617 0 0.14 0.617 8 1 1231942
0.54 0.58 0.579 0.579 0.473 0 0.361 0.132 8 0 1231943
0.554 0.644 0.644 0.451 0.424 -0.009 0.225 0.644 6 1 1231944
0.496 0.567 0.567 0.533 0.52 0.019 0.065 0.128 8 4 1231945
0.562 0.635 0.635 0.555 0.595 0.086 0.269 0.54 10 5 1231946
0.569 0.641 0.642 0.617 0.609 0.018 0.138 0.626 9 2 1231947
0.532 0.6 0.6 0.6 0.569 0 0.096 0.427 8 0 1231948
0.251 0.298 0.296 0.135 0.296 0.074 0.172 0.277 4 5 1231949
0.293 0.36 0.338 0.321 0.332 0.017 0.182 0.188 9 1 1231950
0.331 0.409 0.388 0.372 0.386 0.015 0.137 0.031 7 1 1231951
0.312 0.39 0.387 0.298 0.36 0.063 0.197 0.282 6 5 1231952
0.331 0.404 0.404 0.39 0.278 0.014 0.34 0.208 9 1 1231953
0.387 0.407 0.407 0.406 0.404 0.001 0.036 0.112 8 1 1231954
0.391 0.417 0.417 0.417 0.381 0 0.006 0.386 5 0 1231955
0.421 0.451 0.45 0.45 0.45 0 0.163 0.387 7 2 1231956
0.407 0.436 0.436 0.436 0.405 0 0.023 0.299 7 1 1231957
0.391 0.434 0.435 0.435 0.434 0 0 0 6 0 1231958
0.401 0.451 0.451 0.351 0.434 0.056 0.146 0.451 7 2 1231959
0.405 0.45 0.45 0.447 0.447 0.004 0.027 0.264 7 1 1231960
0.429 0.471 0.471 0.425 0.471 0.054 0.24 0.177 7 2 1231961
0.407 0.453 0.441 0.44 0.436 0.002 0 0.403 7 3 1231962
0.402 0.46 0.46 0.408 0.435 0.058 0.027 0.351 6 1 1231963
0.414 0.536 0.518 0.484 0.477 0.033 0.265 0.502 4 2 1231964
0.468 0.568 0.496 0.327 0.496 0.126 0.428 0.051 5 5 1231965
0.486 0.581 0.572 0.516 0.572 0.038 0.205 0.277 6 3 1231966
0.492 0.587 0.568 0.523 0.563 0.046 0.348 0.563 6 4 1231967
0.469 0.55 0.546 0.432 0.455 0.041 0.276 0.137 3 6 1231968
0.539 0.598 0.598 0.598 0.512 0 0.147 0.413 7 0 1231969
0.527 0.597 0.597 0.537 0.537 0.026 0.236 0.531 4 3 1231970
0.551 0.623 0.622 0.524 0.524 0.025 0.142 0.337 5 3 1231971
0.552 0.609 0.609 0.609 0.585 0 0.101 0.38 5 0 1231972
0.554 0.625 0.625 0.603 0.544 0.021 0.351 0.334 6 2 1231973
0.523 0.602 0.602 0.602 0.602 0 0.276 0.292 6 0 1231974
0.533 0.611 0.611 0.51 0.569 0.095 0.147 0.611 6 2 1231975
0.562 0.637 0.637 0.553 0.512 0.063 0.157 0.523 7 2 1231976
0.554 0.633 0.633 0.622 0.622 0.01 0.139 0.492 6 1 1231977
0.514 0.586 0.583 0.467 0.53 0.08 0.165 0.164 5 3 1231978
0.272 0.349 0.346 0.308 0.308 0.037 0.259 0.139 4 2 1231979
0.312 0.381 0.338 0.288 0.299 0.032 0.182 0.135 5 4 1231980
0.329 0.421 0.421 0.388 0.316 0.022 0.15 0.121 5 3 1231981
0.312 0.39 0.386 0.292 0.385 0.043 0.248 0.037 4 5 1231982
0.328 0.4 0.4 0.165 0.147 -0.004 0.377 0.078 3 3 1231983
0.316 0.354 0.317 0.317 0.263 0 0.157 0.317 3 0 1231984
0.401 0.436 0.436 0.436 0.356 0 0.01 0.162 4 0 1231985
0.413 0.447 0.447 0.436 0.389 0.013 0.013 0.26 5 1 1231986
0.389 0.431 0.426 0.409 0.402 0.02 0.014 0.358 5 3 1231987
0.394 0.427 0.427 0.427 0.318 0 0.159 0 3 0 1231988
0.357 0.414 0.414 0.328 0.324 0.062 0 0.193 4 1 1231989
0.409 0.473 0.473 0.451 0.384 0.001 0.252 0.397 5 2 1231990
0.407 0.471 0.471 0.471 0.421 0 0.126 0.283 6 0 1231991
0.396 0.46 0.46 0.39 0.445 0.067 0.014 0.353 6 2 1231992
0.367 0.419 0.419 0.227 0.36 0.124 0.124 0.276 4 4 1231993
0.503 0.535 0.531 0.522 0.27 0.032 0.331 0.287 157 193 1231994
0.5 0.536 0.505 0.487 0.008 0.029 0.368 0.213 210 197 1231995
0.503 0.533 0.51 0.482 0.02 0.044 0.342 0.245 245 221 1231996
0.502 0.535 0.507 0.486 0.05 0.037 0.276 0.277 248 214 1231997
0.504 0.537 0.533 0.522 0 -0.01 0.422 0.132 174 109 1231998
0.477 0.525 0.498 0.447 0 0.066 0.163 0.318 139 220 1231999
0.476 0.528 0.482 0.37 0.018 0.058 0.216 0.336 152 256 1232000
0.486 0.531 0.492 0.442 0 0.072 0.162 0.334 210 266 1232001
0.481 0.529 0.48 0.388 0.072 0.097 0.139 0.39 162 318 1232002
0.474 0.523 0.504 0.459 0.031 0.045 0.293 0.282 163 153 1232003
0.486 0.532 0.514 0.467 0 0.062 0.165 0.389 97 241 1232004
0.479 0.53 0.503 0.441 0 0.049 0.141 0.362 132 244 1232005
0.484 0.528 0.48 0.42 0 0.089 0.15 0.361 183 310 1232006
0.476 0.529 0.485 0.369 0 0.113 0.069 0.422 150 401 1232007
0.463 0.512 0.483 0.439 0 0.038 0.073 0.369 94 156 1232008
0.498 0.591 0.574 0.48 0.181 0.092 0.195 0.29 214 253 1232009
0.497 0.596 0.557 0.451 0.08 0.111 0.304 0.283 291 331 1232010
0.501 0.6 0.554 0.458 0.149 0.087 0.391 0.362 395 353 1232011
0.495 0.596 0.55 0.434 0.169 0.113 0.234 0.291 349 379 1232012
0.498 0.589 0.552 0.43 0.039 0.082 0.326 0.234 234 204 1232013
0.572 0.622 0.594 0.547 0.015 0.058 0.237 0.415 188 246 1232014
0.577 0.631 0.589 0.541 0.118 0.045 0.268 0.225 213 243 1232015
0.572 0.626 0.604 0.547 0 0.073 0.195 0.445 270 371 1232016
0.568 0.63 0.597 0.539 0.093 0.086 0.219 0.481 214 393 1232017
0.564 0.62 0.614 0.571 0.203 0.021 0.396 0.314 205 103 1232018
0.567 0.647 0.623 0.376 0.08 0.213 0.102 0.515 119 354 1232019
0.57 0.643 0.601 0.318 0.144 0.186 0.131 0.451 135 407 1232020
0.57 0.649 0.591 0.424 0.094 0.181 0.18 0.498 204 438 1232021
0.566 0.644 0.619 0.366 0.113 0.223 0.056 0.527 143 551 1232022
0.55 0.626 0.617 0.485 0.153 0.126 0.161 0.481 153 241 1232023
0.318 0.389 0.37 0.291 0.06 0.084 0.202 0.177 225 330 1232024
0.322 0.392 0.354 0.221 0.106 0.114 0.248 0.165 282 351 1232025
0.322 0.4 0.365 0.23 0.085 0.13 0.175 0.149 370 425 1232026
0.322 0.397 0.373 0.25 0.125 0.13 0.11 0.273 335 482 1232027
0.329 0.385 0.372 0.286 0.137 0.08 0.246 0.143 251 212 1232028
0.404 0.436 0.421 0.399 0.05 0.032 0.171 0.329 193 289 1232029
0.408 0.439 0.412 0.375 0.094 0.046 0.163 0.237 225 321 1232030
0.408 0.436 0.412 0.371 0.039 0.056 0.129 0.272 291 411 1232031
0.406 0.444 0.431 0.362 0 0.092 0.056 0.35 236 535 1232032
0.399 0.427 0.413 0.398 0.149 0.019 0.203 0.13 209 168 1232033
0.416 0.466 0.449 0.219 0.115 0.241 0.075 0.377 126 381 1232034
0.409 0.464 0.441 0.27 0.122 0.149 0.176 0.357 127 436 1232035
0.415 0.473 0.434 0.209 0.037 0.188 0.118 0.372 192 554 1232036
0.416 0.472 0.441 0.233 0.064 0.192 0.026 0.387 114 633 1232037
0.403 0.453 0.442 0.238 0.059 0.214 0.115 0.374 106 398 1232038
0.489 0.589 0.543 0.45 0.012 0.109 0.344 0.263 149 245 1232039
0.495 0.596 0.544 0.437 0.078 0.098 0.339 0.209 205 241 1232040
0.489 0.602 0.555 0.44 0.043 0.106 0.281 0.251 270 287 1232041
0.491 0.604 0.562 0.443 0.081 0.125 0.278 0.363 236 273 1232042
0.497 0.591 0.568 0.452 0.056 0.084 0.292 0.279 176 177 1232043
0.563 0.628 0.6 0.556 0.064 0.065 0.273 0.363 176 160 1232044
0.558 0.619 0.512 0.459 0 0.089 0.241 0.328 147 181 1232045
0.567 0.626 0.58 0.477 0.07 0.125 0.137 0.422 200 280 1232046
0.561 0.628 0.523 0.437 0 0.125 0.12 0.456 184 312 1232047
0.554 0.612 0.602 0.566 0 0.037 0.356 0.356 168 99 1232048
0.563 0.643 0.588 0.367 0.043 0.206 0.106 0.496 101 278 1232049
0.553 0.637 0.584 0.393 0.17 0.196 0.126 0.446 104 312 1232050
0.564 0.649 0.595 0.382 0.026 0.195 0.16 0.476 153 358 1232051
0.561 0.646 0.59 0.326 0.014 0.245 0.092 0.543 114 400 1232052
0.543 0.629 0.607 0.393 0.075 0.185 0.16 0.527 98 236 1232053
0.323 0.405 0.375 0.245 0.013 0.133 0.193 0.189 193 278 1232054
0.303 0.384 0.343 0.238 0.043 0.103 0.216 0.133 222 334 1232055
0.32 0.394 0.344 0.181 0 0.161 0.193 0.18 336 366 1232056
0.321 0.414 0.366 0.156 0.007 0.188 0.17 0.227 280 413 1232057
0.318 0.393 0.376 0.292 0.059 0.079 0.252 0.104 245 218 1232058
0.405 0.438 0.418 0.378 0 0.057 0.21 0.305 172 193 1232059
0.4 0.432 0.383 0.34 0.027 0.073 0.137 0.247 169 234 1232060
0.409 0.446 0.414 0.311 0 0.122 0.148 0.318 201 361 1232061
0.404 0.443 0.411 0.298 0.023 0.134 0.09 0.354 186 401 1232062
0.39 0.426 0.416 0.376 0 0.05 0.201 0.317 166 147 1232063
0.413 0.467 0.428 0.239 0 0.19 0.073 0.372 102 346 1232064
0.403 0.461 0.427 0.252 0.018 0.185 0.089 0.32 118 373 1232065
0.417 0.479 0.441 0.201 0 0.265 0.097 0.381 150 483 1232066
0.413 0.471 0.422 0.143 0 0.266 0.056 0.39 97 528 1232067
0.401 0.459 0.444 0.203 0.05 0.154 0.061 0.37 86 288 1232068
0.51 0.535 0.533 0.532 0.505 0.003 0.231 0.24 21 11 1232069
0.507 0.53 0.525 0.524 0.306 0.001 0.163 0.164 33 11 1232070
0.512 0.537 0.525 0.524 0.421 -0.001 0.302 0.256 33 19 1232071
0.512 0.537 0.497 0.496 0.403 0.006 0.276 0.395 37 11 1232072
0.511 0.535 0.534 0.533 0.308 0.003 0.291 0.11 21 6 1232073
0.477 0.522 0.486 0.477 0.434 0.008 0.286 0.434 25 21 1232074
0.486 0.529 0.524 0.516 0.271 0.008 0.204 0.19 31 17 1232075
0.49 0.529 0.524 0.518 0.381 0.009 0.104 0.312 38 28 1232076
0.483 0.528 0.512 0.498 0.455 0.019 0.072 0.431 28 32 1232077
0.468 0.518 0.509 0.505 0.312 0.005 0.073 0.331 28 10 1232078
0.476 0.52 0.517 0.503 0.44 0.02 0.148 0.465 22 18 1232079
0.483 0.523 0.471 0.467 0.329 0.01 0.137 0.275 32 30 1232080
0.491 0.526 0.516 0.511 0.408 0.009 0.29 0.364 40 28 1232081
0.482 0.53 0.52 0.508 0.38 0.018 0.013 0.467 38 31 1232082
0.472 0.521 0.514 0.493 0.344 0.027 0.127 0.471 16 17 1232083
0.507 0.605 0.584 0.417 0.335 0.094 0.305 0.365 37 39 1232084
0.496 0.589 0.543 0.428 0.316 0.083 0.308 0.116 37 40 1232085
0.504 0.608 0.57 0.41 0.492 0.131 0.388 0.266 51 54 1232086
0.503 0.601 0.581 0.422 0.484 0.097 0.23 0.241 43 47 1232087
0.5 0.594 0.471 0.397 0.26 0 0.354 0.1 40 33 1232088
0.576 0.632 0.633 0.626 0.437 0.016 0.218 0.465 34 26 1232089
0.569 0.627 0.548 0.539 0.382 0.008 0.119 0.388 41 24 1232090
0.575 0.626 0.62 0.609 0.471 0.015 0.221 0.49 56 37 1232091
0.572 0.634 0.624 0.609 0.496 0.019 0.211 0.447 56 38 1232092
0.562 0.619 0.611 0.605 0.289 0.004 0.307 0.234 39 10 1232093
0.56 0.64 0.628 0.581 0.515 0.062 0.137 0.557 24 40 1232094
0.553 0.629 0.621 0.41 0.512 0.158 0.164 0.481 42 39 1232095
0.574 0.642 0.633 0.454 0.438 0.131 0.157 0.48 41 56 1232096
0.571 0.649 0.636 0.531 0.546 0.08 0.048 0.538 35 46 1232097
0.55 0.629 0.619 0.575 0.505 0.048 0.183 0.422 32 35 1232098
0.321 0.398 0.359 0.19 0.099 0.133 0.137 0.167 37 42 1232099
0.324 0.407 0.335 0.24 0.247 0.089 0.259 0.139 44 48 1232100
0.325 0.416 0.285 0.254 0.194 0.039 0.215 0.091 56 54 1232101
0.322 0.403 0.373 0.192 0.278 0.132 0.115 0.278 60 65 1232102
0.327 0.404 0.392 0.301 0.125 0.072 0.214 0.279 44 26 1232103
0.402 0.432 0.417 0.405 0.312 0.014 0.023 0.308 34 32 1232104
0.402 0.441 0.427 0.416 0.29 0.013 0.142 0.413 35 42 1232105
0.405 0.444 0.431 0.417 0.33 0.022 0.147 0.285 48 56 1232106
0.406 0.437 0.429 0.409 0.306 0.026 0.042 0.281 50 64 1232107
0.395 0.425 0.415 0.41 0.067 0.003 0.269 0.09 34 20 1232108
0.409 0.462 0.453 0.305 0.383 0.11 0.007 0.317 25 46 1232109
0.416 0.471 0.456 0.419 0.367 0.043 0.049 0.438 34 59 1232110
0.416 0.47 0.445 0.223 0.334 0.179 0.129 0.369 37 59 1232111
0.415 0.474 0.459 0.203 0.382 0.212 0.007 0.403 25 85 1232112
0.395 0.45 0.443 0.373 0.342 0.041 0.042 0.373 26 53 1232113
0.503 0.601 0.541 0.358 0.249 0.084 0.205 0.234 16 12 1232114
0.5 0.592 0.522 0.391 0.458 0.083 0.344 0.356 16 10 1232115
0.507 0.604 0.592 0.414 0.554 0.12 0.298 0.233 20 14 1232116
0.505 0.601 0.536 0.439 0.492 0.09 0.142 0.199 29 12 1232117
