"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.318 0.402 0.357 0.163 0.12 0.089 0.117 0.123 18 28 1232808
0.398 0.429 0.417 0.414 0.28 0.006 0.186 0.277 20 9 1232809
0.4 0.443 0.423 0.419 0.299 0.004 0.251 0.266 19 12 1232810
0.404 0.438 0.429 0.417 0.289 0.017 0.181 0.28 25 16 1232811
0.403 0.441 0.358 0.342 0.225 0.017 0.05 0.287 23 14 1232812
0.4 0.437 0.43 0.421 0.292 0.012 0.132 0.168 20 8 1232813
0.405 0.461 0.451 0.268 0.289 0.148 0.181 0.341 12 23 1232814
0.407 0.461 0.446 0.188 0.323 0.209 0.072 0.361 12 28 1232815
0.415 0.469 0.45 0.277 0.412 0.156 0.117 0.269 19 24 1232816
0.41 0.471 0.45 0.252 0.346 0.181 0.13 0.356 23 27 1232817
0.402 0.459 0.448 0.191 0.251 0.181 0.264 0.433 11 24 1232818
0.518 0.533 0.298 0.298 0.272 0 0.209 0 7 0 1232819
0.515 0.534 0.534 0.534 0.323 0 0.206 0.067 6 0 1232820
0.509 0.531 0.531 0.495 0.471 0.045 0.238 0.154 6 1 1232821
0.514 0.531 0.531 0.531 0.531 0 0.481 0.506 8 0 1232822
0.504 0.525 0.525 0.499 0.429 -0.065 0.499 0.264 5 1 1232823
0.473 0.517 0.518 0.518 0.518 0 0.323 0.264 3 0 1232824
0.485 0.517 0.517 0.517 0.517 0 0.147 0.248 4 0 1232825
0.496 0.527 0.527 0.527 0.515 0 0 0.268 7 0 1232826
0.49 0.523 0.523 0.523 0.513 0 0.1 0.523 7 0 1232827
0.481 0.521 0.521 0.521 0.452 0 0.327 0.189 5 0 1232828
0.473 0.5 0.5 0.5 0.5 0 0.034 0.384 6 0 1232829
0.486 0.522 0.494 0.492 0.492 0.002 0 0.264 3 1 1232830
0.491 0.526 0.526 0.526 0.524 0 0 0.524 5 0 1232831
0.488 0.523 0.523 0.523 0.473 0 0 0.442 6 0 1232832
0.477 0.507 0.507 0.507 0.507 0 0 0.351 5 0 1232833
0.484 0.583 0.579 0.536 0.498 0.036 0.188 0.428 7 2 1232834
0.487 0.562 0.56 0.445 0.341 0.052 0.257 0.318 9 5 1232835
0.498 0.589 0.585 0.402 0.58 0.068 0.407 0.312 11 8 1232836
0.501 0.579 0.577 0.5 0.555 0.058 0.273 0.332 10 6 1232837
0.498 0.593 0.593 0.48 0.316 0.079 0.31 0.155 7 4 1232838
0.572 0.626 0.626 0.626 0.566 0 0.187 0.31 10 0 1232839
0.559 0.616 0.617 0.531 0.5 0.028 0.195 0.172 6 1 1232840
0.565 0.636 0.636 0.635 0.533 0 0.192 0.37 8 1 1232841
0.564 0.635 0.635 0.609 0.608 -0.008 0.223 0.289 10 1 1232842
0.54 0.61 0.61 0.61 0.579 0 0.435 0.272 6 0 1232843
0.565 0.645 0.645 0.645 0.618 0 0.167 0.624 10 0 1232844
0.54 0.606 0.605 0.554 0.562 0.03 0.232 0.328 6 2 1232845
0.572 0.642 0.639 0.613 0.625 0.03 0.091 0.554 9 2 1232846
0.56 0.63 0.63 0.569 0.603 0.049 0.048 0.504 6 5 1232847
0.538 0.627 0.466 0.394 0.374 0.02 0.024 0.328 6 4 1232848
0.314 0.379 0.379 0.217 0.143 0.107 0.267 0.089 5 7 1232849
0.288 0.342 0.309 0.166 0.298 0.066 0.082 0.125 8 6 1232850
0.302 0.403 0.388 0.257 0.371 0.132 0.062 0.162 5 7 1232851
0.324 0.403 0.394 0.285 0.393 0.084 0.088 0.235 5 4 1232852
0.332 0.39 0.39 0.375 0.311 0.015 0.269 0.084 9 3 1232853
0.319 0.36 0.359 0.359 0.281 0 0.099 0.101 6 0 1232854
0.394 0.42 0.42 0.42 0.4 0 0.086 0 6 0 1232855
0.412 0.445 0.445 0.445 0.436 0.001 0.001 0.215 6 1 1232856
0.403 0.441 0.441 0.441 0.402 0 0.044 0.316 8 0 1232857
0.398 0.441 0.441 0.44 0.415 0.001 0.008 0.024 6 1 1232858
0.392 0.44 0.437 0.437 0.391 0 0.1 0.437 6 0 1232859
0.416 0.465 0.465 0.358 0.432 0.097 0.19 0.416 6 2 1232860
0.409 0.455 0.455 0.399 0.41 0.036 0.274 0.368 6 4 1232861
0.419 0.483 0.436 0.382 0.409 0.018 0 0.436 5 5 1232862
0.406 0.457 0.456 0.456 0.421 0 0.237 0.456 6 0 1232863
0.486 0.58 0.298 0.4 0.504 0.017 0.162 0.082 7 5 1232864
0.464 0.566 0.509 0.4 0.395 0.043 0.239 0.226 8 4 1232865
0.457 0.567 0.547 0.527 0.547 0.02 0.193 0.148 7 1 1232866
0.488 0.579 0.575 0.56 0.575 0.004 0.356 0.413 7 1 1232867
0.466 0.56 0.539 0.413 0.233 0.065 0.185 0.198 5 7 1232868
0.499 0.544 0.515 0.515 0.515 0 0.134 0.134 4 0 1232869
0.53 0.608 0.608 0.592 0.574 0.018 0.208 0.339 6 1 1232870
0.54 0.601 0.601 0.601 0.536 0 0.252 0.411 8 0 1232871
0.556 0.621 0.621 0.621 0.566 0 0.032 0.491 8 0 1232872
0.505 0.597 0.597 0.578 0.206 0.018 0.425 0.189 7 1 1232873
0.517 0.603 0.603 0.329 0.362 0.24 0.059 0.603 4 4 1232874
0.516 0.627 0.626 0.617 0.584 0.006 0.136 0.491 7 1 1232875
0.548 0.641 0.637 0.495 0.495 0.032 0.004 0.38 4 4 1232876
0.537 0.64 0.64 0.371 0.598 0.158 0.118 0.64 5 6 1232877
0.527 0.605 0.605 0.518 0.518 0.097 0.138 0.326 6 3 1232878
0.279 0.343 0.343 0.277 0.324 0.062 0.228 0.235 5 2 1232879
0.3 0.364 0.338 0.292 0.344 0.037 0.118 0.037 4 3 1232880
0.312 0.394 0.395 0.154 0.381 0.14 0.105 0.193 6 10 1232881
0.314 0.395 0.394 0.302 0.394 0.078 0.207 0.305 6 4 1232882
0.313 0.369 0.352 0.252 0.164 0.066 0.252 0.103 7 5 1232883
0.375 0.414 0.414 0.414 0.194 0 0.066 0.26 4 0 1232884
0.374 0.399 0.399 0.399 0.383 0 0.28 0.106 6 0 1232885
0.404 0.447 0.447 0.446 0.422 0.002 0.134 0.047 6 1 1232886
0.388 0.439 0.439 0.371 0.371 0.028 0.021 0.439 4 1 1232887
0.403 0.442 0.442 0.442 0.311 0 0.251 0.195 5 0 1232888
0.394 0.45 0.45 0.436 0.395 0.016 0 0.323 7 1 1232889
0.378 0.435 0.429 0.316 0.429 0.049 0 0.316 3 3 1232890
0.408 0.463 0.414 0.285 0.414 0.103 0.004 0.31 3 3 1232891
0.415 0.466 0.466 0.466 0.466 0 0 0.466 5 0 1232892
0.374 0.421 0.415 0.398 0.398 0.021 0.202 0.189 5 2 1232893
0.496 0.527 0.522 0.514 0.214 0.019 0.244 0.178 137 187 1232894
0.498 0.533 0.513 0.497 0 0.036 0.29 0.273 176 185 1232895
0.501 0.536 0.518 0.504 0.026 0.028 0.336 0.203 242 192 1232896
0.501 0.534 0.511 0.488 0.019 0.027 0.209 0.343 247 177 1232897
0.502 0.535 0.535 0.52 0.001 0.028 0.415 0.201 145 122 1232898
0.481 0.529 0.485 0.437 0.049 0.057 0.182 0.3 119 191 1232899
0.476 0.52 0.464 0.374 0.031 0.068 0.134 0.29 163 257 1232900
0.483 0.531 0.499 0.464 0.039 0.046 0.128 0.401 207 265 1232901
0.479 0.531 0.477 0.401 0 0.096 0.088 0.403 184 352 1232902
0.467 0.519 0.509 0.443 0.049 0.084 0.226 0.262 146 178 1232903
0.48 0.527 0.51 0.473 0.093 0.05 0.122 0.391 99 243 1232904
0.478 0.524 0.455 0.36 0.03 0.072 0.109 0.375 125 248 1232905
0.488 0.531 0.492 0.437 0.025 0.066 0.097 0.345 177 307 1232906
0.479 0.528 0.46 0.355 0.039 0.129 0.075 0.416 142 377 1232907
0.477 0.527 0.51 0.445 0.069 0.077 0.144 0.4 103 172 1232908
0.497 0.593 0.576 0.488 0.043 0.097 0.352 0.299 205 276 1232909
0.496 0.589 0.553 0.423 0.08 0.11 0.27 0.237 280 301 1232910
0.501 0.602 0.568 0.451 0.071 0.116 0.326 0.28 391 309 1232911
0.495 0.598 0.563 0.443 0.19 0.114 0.255 0.333 360 381 1232912
0.503 0.589 0.576 0.476 0.095 0.08 0.351 0.203 280 188 1232913
0.566 0.625 0.611 0.567 0.022 0.053 0.241 0.428 193 223 1232914
0.564 0.625 0.607 0.555 0.043 0.063 0.298 0.359 224 285 1232915
0.577 0.632 0.606 0.54 0.051 0.082 0.157 0.448 276 349 1232916
0.573 0.634 0.602 0.508 0.091 0.098 0.137 0.508 249 403 1232917
0.56 0.613 0.588 0.573 0.127 0.033 0.263 0.261 180 189 1232918
0.57 0.646 0.622 0.348 0.117 0.205 0.097 0.413 122 330 1232919
0.568 0.646 0.615 0.363 0.069 0.192 0.149 0.496 139 377 1232920
0.57 0.649 0.602 0.391 0.1 0.176 0.177 0.467 194 470 1232921
0.567 0.649 0.608 0.379 0.184 0.24 0.027 0.541 103 549 1232922
0.554 0.629 0.619 0.463 0.064 0.138 0.142 0.386 130 231 1232923
0.32 0.398 0.372 0.264 0.135 0.118 0.17 0.178 207 349 1232924
0.316 0.383 0.352 0.229 0.09 0.122 0.199 0.116 291 342 1232925
0.326 0.415 0.398 0.246 0.136 0.148 0.191 0.174 382 377 1232926
0.318 0.397 0.358 0.252 0.099 0.112 0.179 0.207 353 426 1232927
0.319 0.385 0.377 0.259 0.058 0.118 0.22 0.176 216 200 1232928
0.409 0.441 0.417 0.393 0 0.024 0.195 0.332 193 251 1232929
0.402 0.435 0.415 0.374 0.061 0.053 0.207 0.315 215 324 1232930
0.41 0.445 0.426 0.357 0.04 0.091 0.148 0.326 283 430 1232931
0.406 0.436 0.412 0.359 0.074 0.068 0.105 0.351 230 473 1232932
0.396 0.42 0.415 0.38 0.07 0.047 0.254 0.153 176 177 1232933
0.415 0.466 0.451 0.216 0.108 0.167 0.05 0.404 119 384 1232934
0.404 0.453 0.432 0.246 0.153 0.164 0.09 0.346 135 431 1232935
0.417 0.472 0.453 0.282 0.135 0.198 0.113 0.388 207 549 1232936
0.411 0.47 0.446 0.246 0.151 0.216 0.033 0.416 113 617 1232937
0.378 0.435 0.414 0.211 0.127 0.126 0.06 0.34 113 381 1232938
0.489 0.583 0.561 0.467 0.098 0.104 0.328 0.34 172 237 1232939
0.491 0.59 0.528 0.419 0.1 0.104 0.296 0.231 215 250 1232940
0.491 0.605 0.566 0.43 0.058 0.129 0.305 0.232 282 284 1232941
0.493 0.6 0.545 0.44 0.081 0.121 0.208 0.282 254 304 1232942
0.495 0.589 0.553 0.444 0.038 0.085 0.271 0.245 212 188 1232943
0.561 0.625 0.6 0.556 0 0.07 0.29 0.416 136 179 1232944
0.565 0.631 0.587 0.518 0.022 0.075 0.228 0.394 153 195 1232945
0.572 0.63 0.587 0.515 0.032 0.099 0.232 0.43 183 273 1232946
0.566 0.629 0.579 0.494 0.019 0.098 0.104 0.441 182 263 1232947
0.556 0.62 0.608 0.581 0 0.018 0.413 0.314 149 92 1232948
0.558 0.643 0.611 0.349 0.029 0.222 0.155 0.511 118 301 1232949
0.559 0.641 0.566 0.351 0.043 0.201 0.149 0.411 118 299 1232950
0.566 0.642 0.574 0.334 0.035 0.209 0.122 0.441 151 370 1232951
0.565 0.646 0.572 0.269 0.015 0.292 0.067 0.51 105 406 1232952
0.553 0.636 0.614 0.444 0.115 0.117 0.19 0.373 106 186 1232953
0.317 0.397 0.374 0.273 0.016 0.108 0.205 0.207 201 273 1232954
0.321 0.402 0.344 0.229 0.07 0.117 0.203 0.15 253 291 1232955
0.318 0.402 0.352 0.227 0.029 0.13 0.179 0.216 328 351 1232956
0.319 0.415 0.335 0.241 0.058 0.13 0.164 0.235 284 393 1232957
0.325 0.402 0.377 0.269 0.09 0.06 0.27 0.128 205 174 1232958
0.401 0.436 0.421 0.386 0 0.041 0.207 0.172 165 223 1232959
0.403 0.441 0.409 0.322 0 0.102 0.182 0.251 156 264 1232960
0.408 0.443 0.416 0.325 0 0.114 0.109 0.288 198 318 1232961
0.406 0.444 0.41 0.307 0 0.126 0.103 0.338 188 387 1232962
0.401 0.433 0.423 0.408 0 0.016 0.274 0.102 185 113 1232963
0.412 0.471 0.435 0.184 0.048 0.259 0.062 0.336 109 328 1232964
0.404 0.458 0.415 0.245 0.047 0.189 0.109 0.298 110 327 1232965
0.412 0.469 0.432 0.177 0.013 0.259 0.087 0.349 178 476 1232966
0.412 0.476 0.44 0.182 0.04 0.278 0.049 0.412 91 552 1232967
0.389 0.442 0.423 0.284 0.051 0.146 0.076 0.379 113 303 1232968
0.512 0.537 0.533 0.53 0.488 0.003 0.337 0.416 26 17 1232969
0.508 0.531 0.529 0.526 0.333 0.007 0.166 0.055 32 12 1232970
0.51 0.534 0.531 0.528 0.455 0.007 0.431 0.23 40 16 1232971
0.51 0.535 0.533 0.533 0.45 0 0.298 0.168 36 17 1232972
0.511 0.532 0.532 0.529 0.322 0.006 0.246 0.09 20 7 1232973
0.477 0.521 0.511 0.504 0.313 0.009 0.084 0.283 24 12 1232974
0.482 0.524 0.511 0.502 0.322 0.009 0.133 0.318 26 21 1232975
0.49 0.53 0.494 0.486 0.36 0.01 0.125 0.343 34 19 1232976
0.482 0.531 0.519 0.515 0.38 0.006 0.058 0.344 45 21 1232977
0.476 0.518 0.507 0.502 0.3 0.002 0.326 0.189 24 11 1232978
0.482 0.526 0.518 0.514 0.445 0.005 0.133 0.457 22 16 1232979
0.476 0.521 0.499 0.49 0.311 0.009 0.108 0.39 28 27 1232980
0.489 0.526 0.525 0.517 0.42 0.015 0.278 0.265 35 27 1232981
0.483 0.525 0.513 0.498 0.388 0.022 0.024 0.475 34 33 1232982
0.463 0.509 0.503 0.501 0.346 0.003 0.153 0.41 22 16 1232983
0.501 0.596 0.583 0.399 0.485 0.107 0.258 0.309 29 45 1232984
0.506 0.605 0.523 0.353 0.394 0.098 0.266 0.34 39 42 1232985
0.505 0.602 0.588 0.446 0.501 0.079 0.314 0.175 57 45 1232986
0.502 0.602 0.477 0.434 0.445 0.031 0.156 0.246 56 53 1232987
0.497 0.592 0.501 0.429 0.23 0.013 0.469 0.117 34 23 1232988
0.571 0.626 0.625 0.617 0.469 0.012 0.142 0.244 37 25 1232989
0.576 0.629 0.6 0.594 0.471 0.008 0.37 0.373 39 19 1232990
0.576 0.626 0.616 0.607 0.435 0.013 0.164 0.404 53 33 1232991
0.572 0.63 0.571 0.562 0.506 0.017 0.186 0.527 47 39 1232992
0.566 0.619 0.612 0.611 0.484 0.002 0.244 0.479 37 9 1232993
0.564 0.649 0.638 0.442 0.489 0.137 0.205 0.57 31 37 1232994
0.566 0.642 0.601 0.433 0.47 0.115 0.229 0.204 39 51 1232995
0.574 0.649 0.635 0.42 0.467 0.139 0.079 0.477 30 58 1232996
0.57 0.649 0.637 0.547 0.533 0.08 0.074 0.565 32 45 1232997
0.545 0.635 0.624 0.369 0.428 0.158 0.043 0.417 32 34 1232998
0.33 0.4 0.362 0.231 0.155 0.103 0.211 0.128 41 49 1232999
0.32 0.401 0.105 0.173 0.114 -0.035 0.155 0.115 45 54 1233000
0.323 0.413 0.391 0.266 0.3 0.102 0.171 0.272 63 65 1233001
0.323 0.402 0.375 0.221 0.278 0.114 0.234 0.178 63 63 1233002
0.31 0.388 0.348 0.258 0.135 0.078 0.233 0.076 54 37 1233003
0.406 0.438 0.428 0.417 0.291 0.016 0.173 0.335 47 33 1233004
0.4 0.437 0.302 0.288 0.131 0.012 0.159 0.26 44 39 1233005
0.409 0.44 0.429 0.419 0.258 0.014 0.237 0.297 52 40 1233006
0.405 0.438 0.419 0.404 0.311 0.02 0.083 0.387 42 56 1233007
0.401 0.439 0.426 0.423 0.25 0.003 0.21 0.32 37 21 1233008
0.415 0.471 0.452 0.258 0.361 0.162 0.076 0.402 27 61 1233009
0.412 0.466 0.444 0.369 0.363 0.082 0.145 0.371 27 55 1233010
0.418 0.48 0.463 0.228 0.361 0.187 0.113 0.415 36 99 1233011
0.415 0.468 0.455 0.273 0.376 0.17 0.031 0.419 39 72 1233012
0.391 0.446 0.425 0.344 0.342 0.067 0.088 0.38 18 44 1233013
0.5 0.597 0.577 0.453 0.266 0.096 0.208 0.294 25 12 1233014
0.501 0.596 0.544 0.418 0.328 0.084 0.273 0.246 16 11 1233015
0.506 0.609 0.601 0.462 0.565 0.09 0.344 0.305 19 17 1233016
0.497 0.599 0.542 0.42 0.533 0.062 0.28 0.285 26 20 1233017
0.495 0.583 0.568 0.408 0.478 0.111 0.174 0.308 13 17 1233018
0.563 0.619 0.613 0.596 0.51 0.021 0.237 0.554 17 4 1233019
0.556 0.614 0.603 0.595 0.417 0.01 0.19 0.265 22 8 1233020
0.57 0.629 0.624 0.61 0.58 0.019 0.201 0.432 21 9 1233021
0.569 0.629 0.616 0.613 0.568 0.004 0.205 0.536 23 3 1233022
0.561 0.619 0.611 0.607 0.46 0.004 0.191 0.285 18 6 1233023
0.561 0.641 0.62 0.328 0.534 0.157 0.106 0.509 11 15 1233024
0.562 0.633 0.626 0.452 0.489 0.137 0.104 0.328 19 11 1233025
0.569 0.65 0.641 0.421 0.555 0.182 0.236 0.495 18 17 1233026
0.568 0.647 0.636 0.396 0.5 0.205 0.116 0.508 22 21 1233027
0.539 0.619 0.61 0.359 0.377 0.207 0.083 0.559 13 13 1233028
0.319 0.395 0.343 0.234 0.161 0.069 0.094 0.239 15 20 1233029
0.316 0.404 0.369 0.293 0.29 0.063 0.216 0.15 27 21 1233030
0.323 0.406 0.374 0.26 0.29 0.08 0.157 0.186 30 27 1233031
0.324 0.41 0.363 0.262 0.311 0.082 0.169 0.208 28 21 1233032
0.324 0.4 0.363 0.232 0.182 0.094 0.309 0.071 14 15 1233033
0.409 0.442 0.429 0.424 0.252 0.004 0.116 0.196 17 12 1233034
0.407 0.446 0.436 0.432 0.333 0.005 0.105 0.377 23 9 1233035
0.408 0.442 0.434 0.431 0.378 0.005 0.123 0.369 27 9 1233036
0.404 0.44 0.43 0.42 0.345 0.013 0.17 0.398 27 15 1233037
0.404 0.44 0.38 0.374 0.233 0.007 0.228 0.055 23 8 1233038
0.412 0.467 0.45 0.178 0.261 0.198 0.197 0.361 13 27 1233039
0.392 0.445 0.414 0.197 0.296 0.178 0.084 0.385 11 31 1233040
0.412 0.472 0.433 0.247 0.298 0.173 0.032 0.3 16 30 1233041
0.414 0.47 0.4 0.194 0.375 0.228 0.006 0.387 12 28 1233042
0.41 0.468 0.459 0.296 0.295 0.172 0.111 0.354 16 24 1233043
0.498 0.531 0.529 0.529 0.529 0 0.202 0.335 4 0 1233044
0.498 0.519 0.519 0.519 0.387 0 0.079 0.13 5 0 1233045
0.516 0.536 0.536 0.509 0.51 0.048 0.234 0.321 6 1 1233046
0.517 0.535 0.535 0.535 0.535 0 0.103 0.227 5 0 1233047
0.507 0.527 0.527 0.527 0.275 0 0.47 0.522 5 0 1233048
0.492 0.526 0.526 0.526 0.509 0 0.114 0.526 7 0 1233049
0.483 0.529 0.529 0.529 0.388 0 0 0.33 5 0 1233050
0.497 0.525 0.524 0.524 0.502 0 0.114 0.524 6 0 1233051
0.492 0.526 0.527 0.527 0.527 0 0 0.438 6 0 1233052
0.474 0.526 0.526 0.526 0.36 0 0.424 0.36 4 0 1233053
0.488 0.525 0.525 0.513 0.513 0.004 0.099 0.513 3 1 1233054
0.469 0.507 0.507 0.507 0.486 0 0.075 0.461 5 0 1233055
0.488 0.526 0.526 0.526 0.496 0 0 0.27 6 0 1233056
0.49 0.522 0.522 0.522 0.518 0 0.072 0.376 7 0 1233057
0.465 0.51 0.51 0.51 0.437 0 0.437 0.317 5 0 1233058
0.484 0.569 0.568 0.568 0.567 0 0.205 0.086 6 0 1233059
0.489 0.578 0.578 0.531 0.234 0.034 0.163 0.395 10 2 1233060
0.506 0.589 0.589 0.452 0.572 0.059 0.216 0.214 8 6 1233061
0.502 0.603 0.551 0.593 0.549 0.005 0 0.32 7 1 1233062
0.488 0.589 0.586 0.377 0.328 0.015 0.331 0.388 5 3 1233063
0.53 0.602 0.602 0.602 0.467 0 0.222 0.311 6 0 1233064
0.556 0.62 0.62 0.62 0.587 0 0.284 0.331 7 0 1233065
0.567 0.624 0.624 0.614 0.597 0.01 0.135 0.24 8 1 1233066
0.575 0.632 0.632 0.632 0.61 0 0.144 0.322 8 0 1233067
0.538 0.603 0.602 0.602 0.566 0 0.043 0.287 7 0 1233068
0.554 0.618 0.618 0.618 0.562 0 0.467 0.331 8 0 1233069
0.574 0.65 0.65 0.65 0.599 -0.013 0.227 0.442 9 1 1233070
0.576 0.636 0.572 0.54 0.554 0.031 0.107 0.435 7 3 1233071
0.556 0.632 0.631 0.486 0.479 0.014 0 0.631 8 5 1233072
0.541 0.616 0.616 0.584 0.569 0.016 0.093 0.278 7 2 1233073
0.311 0.369 0.369 0.333 0.344 0.029 0.133 0.086 7 2 1233074
0.293 0.364 0.33 0.294 0.33 0.033 0.192 0.017 5 3 1233075
0.33 0.4 0.4 0.31 0.396 0.05 0.266 0.13 9 5 1233076
0.325 0.404 0.404 0.255 0.404 0.108 0.078 0.276 6 8 1233077
0.291 0.37 0.339 0.218 0.208 0.016 0.304 0.209 5 2 1233078
0.408 0.442 0.442 0.442 0.441 0 0.058 0.029 5 0 1233079
0.374 0.413 0.413 0.413 0.396 0 0.192 0.413 5 0 1233080
0.413 0.442 0.442 0.442 0.433 0 0.192 0.398 6 0 1233081
0.401 0.44 0.44 0.44 0.44 0 0.037 0.409 6 0 1233082
0.374 0.41 0.408 0.408 0.358 0 0.383 0.21 6 0 1233083
0.383 0.447 0.412 0.362 0.374 0.03 0.014 0.401 8 1 1233084
0.418 0.47 0.47 0.47 0.47 0 0.209 0.47 6 0 1233085
0.423 0.476 0.475 0.291 0.394 0.09 -0.05 0.166 4 4 1233086
0.421 0.465 0.465 0.426 0.452 0.042 0 0.465 8 2 1233087
0.382 0.449 -0.049 -0.103 -0.131 0.073 -0.064 -0.049 4 2 1233088
0.44 0.544 0.357 0.45 0.45 -0.002 0.074 0.086 5 4 1233089
0.491 0.585 0.563 0.422 0.385 0.056 0.241 0.213 5 2 1233090
0.498 0.597 0.539 0.498 0.539 0.043 0.227 0.076 7 2 1233091
0.493 0.598 0.598 0.513 0.598 0.078 0.118 0.359 8 4 1233092
0.437 0.556 0.532 0.518 0.349 0.014 0.418 0.083 7 1 1233093
0.517 0.589 0.529 0.529 0.529 0 0.325 0.129 4 0 1233094
0.512 0.56 0.56 0.56 0.529 0 0.252 0.27 7 0 1233095
0.575 0.623 0.619 0.619 0.609 0 0.371 0.275 7 0 1233096
0.544 0.619 0.619 0.554 0.476 0.024 0.086 0.619 6 2 1233097
0.501 0.598 0.598 0.547 0.414 -0.002 0.202 0.41 4 1 1233098
0.528 0.628 0.628 0.437 0.568 0.14 0.094 0.394 5 4 1233099
0.518 0.596 0.565 0.434 0.301 0.012 0.002 0.531 6 1 1233100
0.565 0.648 0.648 0.498 0.542 0.079 0.11 0.479 7 2 1233101
0.539 0.615 0.606 0.606 0.606 0 0 0.606 6 0 1233102
0.51 0.604 0.604 0.428 0.367 0.107 0.043 0.349 4 3 1233103
0.292 0.363 0.363 0.241 0.216 0.081 0.096 0.284 5 5 1233104
0.288 0.355 0.318 0.197 0.318 0.088 0.196 0.214 4 5 1233105
0.322 0.401 0.397 0.192 0.387 0.107 0.2 0.173 6 9 1233106
0.325 0.402 0.402 0.196 0.402 0.108 0.021 0.047 4 8 1233107
0.331 0.396 0.396 0.389 0.341 0.008 0.051 0.007 6 1 1233108
0.357 0.383 0.383 0.383 0.327 0 0.122 0.383 6 0 1233109
0.378 0.409 0.409 0.409 0.408 0 0.226 0.202 6 0 1233110
0.41 0.436 0.436 0.378 0.366 0.029 0.217 0.436 5 1 1233111
0.408 0.437 0.437 0.437 0.427 0 0.012 0.437 6 0 1233112
0.394 0.425 0.425 0.425 0.411 0 0.378 0.231 5 0 1233113
0.391 0.446 0.446 0.285 0.444 0.143 0.161 0.299 3 3 1233114
0.397 0.455 0.418 0.422 0.417 -0.002 0.195 0.379 6 2 1233115
0.404 0.458 0.458 0.316 0.429 0.143 0.211 0.458 5 3 1233116
0.419 0.48 0.48 0.48 0.471 0 0 0.48 7 0 1233117
0.367 0.412 0.309 0.308 0.266 0.001 0.128 0.295 6 1 1233118
0.504 0.534 0.516 0.501 0.143 0.038 0.266 0.219 128 187 1233119
0.498 0.535 0.494 0.465 0 0.038 0.337 0.086 216 178 1233120
0.503 0.534 0.504 0.483 0 0.037 0.261 0.177 276 231 1233121
0.496 0.533 0.488 0.468 0 0.039 0.309 0.29 273 196 1233122
0.501 0.533 0.523 0.486 0.071 0.046 0.314 0.251 151 156 1233123
0.481 0.526 0.513 0.463 0 0.067 0.216 0.354 171 230 1233124
0.475 0.525 0.469 0.398 0.105 0.067 0.137 0.308 153 293 1233125
0.483 0.528 0.497 0.438 0 0.074 0.176 0.357 224 299 1233126
0.477 0.525 0.465 0.393 0.03 0.078 0.118 0.388 189 345 1233127
0.466 0.515 0.493 0.426 0 0.069 0.323 0.193 173 133 1233128
0.477 0.526 0.501 0.447 0 0.064 0.115 0.409 122 249 1233129
0.48 0.525 0.471 0.406 0 0.064 0.133 0.344 131 253 1233130
0.489 0.533 0.504 0.456 0.022 0.064 0.115 0.358 205 303 1233131
0.48 0.531 0.471 0.363 0 0.108 0.086 0.427 138 349 1233132
0.469 0.524 0.496 0.446 0 0.094 0.155 0.405 105 221 1233133
0.501 0.588 0.541 0.462 0.095 0.069 0.219 0.319 234 278 1233134
0.5 0.591 0.527 0.443 0.079 0.107 0.369 0.209 273 286 1233135
0.5 0.595 0.581 0.459 0.134 0.1 0.334 0.27 329 334 1233136
0.494 0.601 0.547 0.437 0.096 0.12 0.251 0.302 343 360 1233137
0.498 0.58 0.559 0.499 0.168 0.052 0.295 0.241 260 153 1233138
0.572 0.627 0.603 0.569 0.069 0.046 0.182 0.371 191 243 1233139
0.565 0.617 0.586 0.531 0.059 0.057 0.22 0.294 243 244 1233140
0.572 0.626 0.572 0.499 0.1 0.087 0.171 0.386 274 386 1233141
0.569 0.632 0.564 0.476 0.155 0.103 0.108 0.467 215 429 1233142
0.569 0.624 0.616 0.603 0.055 0.021 0.428 0.278 215 133 1233143
0.561 0.638 0.585 0.348 0.033 0.201 0.113 0.456 141 357 1233144
0.555 0.632 0.58 0.38 0.124 0.154 0.165 0.463 159 374 1233145
0.566 0.645 0.571 0.35 0.056 0.187 0.113 0.486 206 476 1233146
0.567 0.645 0.614 0.351 0.033 0.234 0.079 0.558 149 570 1233147
0.544 0.623 0.607 0.459 0.161 0.103 0.129 0.488 129 251 1233148
0.313 0.386 0.372 0.267 0.03 0.106 0.193 0.191 239 304 1233149
0.313 0.391 0.353 0.215 0.063 0.139 0.203 0.192 286 374 1233150
0.321 0.407 0.391 0.256 0.114 0.131 0.212 0.212 392 414 1233151
0.32 0.399 0.376 0.237 0.106 0.136 0.177 0.23 333 463 1233152
0.323 0.388 0.378 0.264 0.122 0.107 0.123 0.218 186 261 1233153
0.406 0.439 0.429 0.395 0 0.049 0.166 0.283 171 265 1233154
0.402 0.437 0.381 0.334 0.082 0.054 0.139 0.159 199 336 1233155
0.409 0.444 0.42 0.348 0 0.092 0.171 0.342 286 461 1233156
