"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.389 0.434 0.435 0.365 0.362 0.071 0 0.435 5 2 1231765
0.415 0.464 0.464 0.38 0.414 0.087 0.221 0.227 4 4 1231766
0.404 0.471 0.395 0.294 0.384 0.095 0 0.395 5 1 1231767
0.382 0.447 0.441 0.41 0.339 0.033 0.007 0.39 6 3 1231768
0.499 0.533 0.533 0.528 0.152 0.027 0.222 0.401 136 180 1231769
0.501 0.539 0.494 0.484 0.065 0.009 0.347 0.211 200 179 1231770
0.5 0.534 0.516 0.489 0 0.052 0.281 0.243 279 189 1231771
0.502 0.533 0.508 0.494 0.07 0.029 0.235 0.327 248 205 1231772
0.501 0.529 0.53 0.518 0.038 -0.003 0.407 0.213 168 122 1231773
0.48 0.529 0.515 0.466 0 0.069 0.228 0.333 129 208 1231774
0.481 0.529 0.497 0.407 0.096 0.055 0.263 0.327 156 269 1231775
0.488 0.532 0.505 0.469 0 0.068 0.163 0.396 212 277 1231776
0.478 0.529 0.473 0.396 0 0.081 0.072 0.37 168 294 1231777
0.476 0.528 0.513 0.5 0.036 0.024 0.219 0.298 155 133 1231778
0.475 0.522 0.501 0.465 0 0.048 0.081 0.392 112 247 1231779
0.479 0.525 0.45 0.382 0.027 0.059 0.162 0.316 130 247 1231780
0.488 0.535 0.508 0.445 0 0.078 0.122 0.376 199 279 1231781
0.476 0.526 0.454 0.331 0 0.114 0.074 0.388 117 373 1231782
0.475 0.528 0.516 0.474 0 0.055 0.215 0.368 132 163 1231783
0.492 0.583 0.574 0.495 0.2 0.078 0.292 0.244 199 248 1231784
0.497 0.584 0.545 0.426 0.075 0.12 0.288 0.22 268 304 1231785
0.499 0.596 0.553 0.453 0.126 0.067 0.313 0.251 386 327 1231786
0.501 0.599 0.523 0.428 0.081 0.117 0.232 0.258 343 392 1231787
0.503 0.591 0.579 0.499 0.163 0.073 0.299 0.231 183 176 1231788
0.573 0.627 0.611 0.572 0.07 0.052 0.217 0.273 208 215 1231789
0.562 0.617 0.591 0.526 0.128 0.054 0.292 0.339 196 280 1231790
0.576 0.632 0.606 0.554 0.084 0.067 0.175 0.415 257 341 1231791
0.569 0.63 0.592 0.494 0.102 0.131 0.113 0.434 226 445 1231792
0.562 0.618 0.601 0.561 0.034 0.053 0.268 0.315 166 198 1231793
0.558 0.639 0.599 0.362 0.185 0.178 0.116 0.54 125 350 1231794
0.56 0.636 0.61 0.368 0.181 0.181 0.256 0.477 131 355 1231795
0.572 0.649 0.621 0.385 0.138 0.17 0.114 0.462 177 470 1231796
0.566 0.647 0.617 0.361 0.14 0.23 0.077 0.582 133 534 1231797
0.546 0.628 0.615 0.446 0.078 0.152 0.126 0.456 126 268 1231798
0.314 0.389 0.379 0.291 0.074 0.096 0.204 0.236 221 327 1231799
0.31 0.384 0.364 0.253 0.102 0.116 0.218 0.198 276 353 1231800
0.325 0.406 0.379 0.249 0.07 0.115 0.151 0.204 392 413 1231801
0.322 0.409 0.381 0.263 0.121 0.119 0.151 0.233 363 480 1231802
0.324 0.397 0.391 0.282 0.048 0.08 0.209 0.14 243 264 1231803
0.404 0.435 0.43 0.398 0 0.037 0.221 0.298 208 257 1231804
0.396 0.426 0.406 0.361 0.08 0.062 0.194 0.33 209 298 1231805
0.41 0.444 0.424 0.36 0 0.088 0.167 0.303 297 451 1231806
0.404 0.438 0.416 0.348 0.042 0.089 0.105 0.343 234 497 1231807
0.409 0.442 0.42 0.386 0.028 0.037 0.208 0.282 220 198 1231808
0.41 0.458 0.423 0.208 0.127 0.151 0.183 0.343 111 412 1231809
0.417 0.467 0.418 0.156 0.176 0.167 0.077 0.304 125 389 1231810
0.417 0.468 0.438 0.233 0.12 0.22 0.084 0.334 208 548 1231811
0.414 0.469 0.416 0.236 0.114 0.2 0.061 0.359 126 635 1231812
0.395 0.44 0.428 0.304 0.162 0.124 0.114 0.321 99 237 1231813
0.489 0.594 0.575 0.485 0.107 0.099 0.272 0.289 179 199 1231814
0.489 0.591 0.546 0.418 0.07 0.121 0.287 0.235 198 223 1231815
0.488 0.6 0.548 0.445 0.061 0.113 0.229 0.274 267 258 1231816
0.491 0.603 0.422 0.358 0.057 0.126 0.26 0.333 246 269 1231817
0.49 0.599 0.557 0.458 0.04 0.104 0.375 0.2 236 174 1231818
0.56 0.621 0.605 0.553 0 0.087 0.274 0.387 153 199 1231819
0.557 0.619 0.583 0.493 0.068 0.092 0.312 0.354 148 218 1231820
0.569 0.628 0.583 0.457 0 0.14 0.169 0.462 193 289 1231821
0.564 0.629 0.585 0.456 0 0.146 0.121 0.487 171 324 1231822
0.561 0.623 0.607 0.581 0.031 0.016 0.387 0.242 163 87 1231823
0.555 0.641 0.588 0.322 0.042 0.225 0.129 0.468 105 285 1231824
0.551 0.635 0.577 0.364 0.033 0.201 0.147 0.454 113 282 1231825
0.567 0.652 0.612 0.412 0.042 0.199 0.169 0.422 169 336 1231826
0.558 0.65 0.598 0.302 0.037 0.277 0.049 0.538 115 418 1231827
0.542 0.625 0.606 0.378 0.021 0.229 0.113 0.524 103 222 1231828
0.319 0.399 0.366 0.248 0.043 0.116 0.189 0.18 215 272 1231829
0.314 0.4 0.254 0.182 0 0.137 0.137 0.147 245 337 1231830
0.316 0.408 0.365 0.235 0.016 0.129 0.204 0.188 341 340 1231831
0.321 0.41 0.369 0.195 0.028 0.17 0.119 0.232 312 395 1231832
0.33 0.405 0.385 0.297 0.013 0.092 0.217 0.153 192 204 1231833
0.409 0.443 0.43 0.415 0 0.019 0.178 0.277 162 216 1231834
0.396 0.434 0.394 0.314 0 0.1 0.142 0.287 163 296 1231835
0.408 0.446 0.387 0.301 0 0.119 0.174 0.3 210 345 1231836
0.404 0.443 0.413 0.295 0 0.137 0.079 0.345 170 441 1231837
0.391 0.435 0.403 0.368 0 0.046 0.122 0.28 153 215 1231838
0.412 0.471 0.443 0.206 0 0.227 0.058 0.37 102 359 1231839
0.411 0.468 0.427 0.193 0.089 0.161 0.125 0.328 119 329 1231840
0.414 0.473 0.425 0.184 0.035 0.247 0.09 0.285 150 455 1231841
0.415 0.478 0.428 0.14 0.009 0.259 0.066 0.404 89 579 1231842
0.386 0.446 0.428 0.197 0.027 0.154 0.095 0.337 117 229 1231843
0.507 0.531 0.527 0.528 0.427 -0.001 0.262 0.413 19 11 1231844
0.509 0.532 0.533 0.529 0.259 0.013 0.373 0.225 27 17 1231845
0.511 0.535 0.534 0.525 0.349 0.019 0.335 0.192 38 20 1231846
0.51 0.536 0.536 0.535 0.487 0.001 0.205 0.334 35 11 1231847
0.514 0.537 0.536 0.535 0.215 0 0.423 0.054 27 4 1231848
0.477 0.522 0.514 0.513 0.446 0.006 0.155 0.346 24 18 1231849
0.481 0.525 0.504 0.497 0.314 0.011 0.16 0.2 36 11 1231850
0.491 0.531 0.495 0.491 0.309 0.004 0.292 0.383 48 19 1231851
0.484 0.53 0.52 0.512 0.392 0.013 0.256 0.427 33 24 1231852
0.476 0.52 0.51 0.507 0.123 0.003 0.294 0.14 23 12 1231853
0.485 0.525 0.514 0.511 0.339 0.005 0.215 0.413 21 21 1231854
0.478 0.526 0.461 0.457 0.311 0.006 0.146 0.323 28 18 1231855
0.49 0.524 0.514 0.508 0.396 0.008 0.141 0.378 38 19 1231856
0.486 0.529 0.524 0.513 0.464 0.016 0.075 0.439 30 39 1231857
0.473 0.513 0.509 0.5 0.23 -0.011 0.088 0.433 24 22 1231858
0.504 0.597 0.584 0.466 0.399 0.081 0.214 0.225 36 35 1231859
0.507 0.598 0.569 0.453 0.315 0.076 0.261 0.242 45 34 1231860
0.504 0.601 0.581 0.444 0.506 0.1 0.418 0.196 54 53 1231861
0.498 0.602 0.577 0.459 0.518 0.088 0.207 0.318 57 48 1231862
0.488 0.58 0.566 0.398 0.377 0.069 0.27 0.358 34 32 1231863
0.569 0.621 0.613 0.607 0.455 0.01 0.135 0.186 37 22 1231864
0.564 0.622 0.621 0.614 0.396 0.014 0.258 0.365 36 23 1231865
0.575 0.629 0.62 0.61 0.349 0.016 0.219 0.443 60 29 1231866
0.573 0.631 0.61 0.606 0.508 0.005 0.065 0.519 51 32 1231867
0.552 0.612 0.604 0.603 0.187 0.002 0.198 0.499 34 13 1231868
0.565 0.641 0.626 0.534 0.444 0.077 0.067 0.397 30 49 1231869
0.564 0.646 0.621 0.584 0.517 0.039 0.122 0.319 35 35 1231870
0.57 0.643 0.625 0.411 0.482 0.148 0.228 0.432 42 44 1231871
0.566 0.65 0.591 0.493 0.541 0.072 0.021 0.564 38 52 1231872
0.534 0.625 0.612 0.418 0.51 0.142 0.082 0.508 23 39 1231873
0.317 0.402 0.377 0.204 0.103 0.117 0.188 0.225 45 46 1231874
0.318 0.392 0.317 0.167 0.081 0.096 0.141 0.162 50 53 1231875
0.325 0.407 0.362 0.225 0.271 0.129 0.139 0.176 55 69 1231876
0.325 0.397 0.37 0.233 0.311 0.097 0.113 0.314 52 44 1231877
0.335 0.415 0.404 0.216 0.172 0.121 0.34 0.206 43 43 1231878
0.398 0.432 0.422 0.408 0.275 0.017 0.084 0.379 39 34 1231879
0.404 0.436 0.421 0.41 0.337 0.014 0.102 0.234 44 34 1231880
0.405 0.439 0.431 0.406 0.31 0.031 0.148 0.386 48 41 1231881
0.405 0.439 0.417 0.402 0.298 0.015 0.178 0.285 50 61 1231882
0.397 0.433 0.431 0.42 0.221 0.011 0.308 0.242 31 32 1231883
0.406 0.467 0.453 0.358 0.34 0.103 0.007 0.398 28 59 1231884
0.409 0.468 0.443 0.215 0.349 0.18 0.036 0.293 29 53 1231885
0.414 0.463 0.455 0.235 0.246 0.197 0.131 0.387 42 61 1231886
0.415 0.469 0.452 0.245 0.341 0.168 0.069 0.448 36 99 1231887
0.399 0.445 0.432 0.342 0.296 0.092 0.058 0.247 27 51 1231888
0.5 0.602 0.573 0.529 0.435 0.041 0.444 0.293 19 13 1231889
0.491 0.582 0.548 0.414 0.378 0.081 0.283 0.187 28 13 1231890
0.504 0.601 0.592 0.431 0.541 0.104 0.381 0.265 25 21 1231891
0.502 0.607 0.597 0.448 0.487 0.108 0.348 0.236 27 23 1231892
0.502 0.595 0.584 0.469 0.366 0.071 0.415 0.09 22 13 1231893
0.568 0.622 0.612 0.612 0.5 0 0.123 0.274 18 0 1231894
0.561 0.625 0.606 0.6 0.439 0.009 0.366 0.285 21 10 1231895
0.575 0.63 0.626 0.615 0.513 0.016 0.276 0.544 24 10 1231896
0.575 0.628 0.622 0.609 0.578 0.016 0.073 0.48 21 6 1231897
0.547 0.603 0.592 0.586 0.432 0.007 0.346 0.259 18 6 1231898
0.567 0.646 0.637 0.592 0.542 0.057 0.076 0.48 15 9 1231899
0.56 0.643 0.628 0.356 0.456 0.21 0.19 0.362 17 13 1231900
0.574 0.648 0.643 0.443 0.581 0.172 0.132 0.334 18 24 1231901
0.565 0.648 0.64 0.438 0.588 0.161 0.002 0.585 17 15 1231902
0.531 0.607 0.599 0.449 0.358 0.127 0.086 0.431 14 10 1231903
0.317 0.394 0.37 0.285 0.241 0.076 0.112 0.12 17 26 1231904
0.324 0.397 0.314 0.164 0.273 0.095 0.199 0.129 18 23 1231905
0.323 0.403 0.366 0.224 0.27 0.108 0.192 0.142 31 22 1231906
0.319 0.404 0.361 0.275 0.298 0.07 0.197 0.121 28 23 1231907
0.321 0.396 0.347 0.23 0.208 0.099 0.176 0.137 19 23 1231908
0.402 0.437 0.422 0.422 0.35 0 0.264 0.218 25 4 1231909
0.402 0.435 0.422 0.419 0.339 0.003 0.195 0.261 21 7 1231910
0.407 0.444 0.434 0.416 0.333 0.02 0.019 0.278 23 13 1231911
0.406 0.443 0.437 0.433 0.317 0.005 0.001 0.407 22 8 1231912
0.389 0.422 0.409 0.398 0.197 0.011 0.274 0.328 15 8 1231913
0.416 0.467 0.448 0.337 0.322 0.102 0.101 0.415 17 15 1231914
0.391 0.451 0.426 0.22 0.323 0.168 0.105 0.354 17 19 1231915
0.412 0.468 0.457 0.225 0.374 0.196 0.079 0.405 15 34 1231916
0.411 0.469 0.451 0.22 0.37 0.191 0.003 0.414 18 30 1231917
0.395 0.448 0.441 0.318 0.338 0.096 0.045 0.373 19 14 1231918
0.511 0.535 0.535 0.448 0.501 0.076 0.204 0.262 3 2 1231919
0.516 0.532 0.374 0.374 0.251 0 0.374 0.171 6 0 1231920
0.498 0.527 0.527 0.527 0.499 0 0.258 0.202 7 0 1231921
0.517 0.536 0.536 0.535 0.52 0.001 0.222 0.4 6 1 1231922
0.503 0.532 0.532 0.513 0.506 0.023 0.327 0 4 1 1231923
0.48 0.533 0.533 0.501 0.501 0.006 0.006 0.462 4 1 1231924
0.479 0.523 0.523 0.523 0.506 0 0.426 0.184 5 0 1231925
0.502 0.526 0.526 0.526 0.525 0 0.17 0.325 8 0 1231926
0.485 0.535 0.535 0.535 0.459 0 0.136 0.535 6 0 1231927
0.472 0.522 0.523 0.521 0.521 0.002 0.119 0.522 3 3 1231928
0.487 0.524 0.524 0.523 0.505 0.001 0 0.432 5 1 1231929
0.495 0.528 0.528 0.528 0.453 0 0.119 0.381 5 0 1231930
0.501 0.527 0.527 0.527 0.525 0 -0.006 0.525 7 0 1231931
0.486 0.524 0.525 0.525 0.483 0 0.308 0.333 7 0 1231932
0.471 0.52 0.52 0.496 0.496 0.015 0.128 0.496 4 1 1231933
0.487 0.589 0.589 0.501 0.521 0.033 0.249 0.431 7 2 1231934
0.495 0.592 0.559 0.388 0.365 0.043 0.169 0.422 8 6 1231935
0.508 0.596 0.597 0.597 0.559 0 0.396 0.165 10 0 1231936
0.509 0.596 0.596 0.465 0.545 0.045 0.111 0.08 9 5 1231937
0.471 0.552 0.552 0.511 0.4 0.026 0.362 0.353 7 2 1231938
0.547 0.593 0.593 0.593 0.554 0 0.184 0.247 8 0 1231939
0.525 0.568 0.518 0.518 0.518 0 0.248 0.398 7 0 1231940
0.578 0.633 0.633 0.624 0.613 -0.001 0.269 0.432 7 1 1231941
0.553 0.625 0.625 0.625 0.618 0 0.185 0.623 8 1 1231942
0.54 0.577 0.576 0.576 0.404 0 0.126 0.112 8 0 1231943
0.554 0.642 0.642 0.46 0.432 -0.009 0 0.642 6 1 1231944
0.496 0.565 0.565 0.535 0.519 0.021 0.063 0.473 10 2 1231945
0.562 0.639 0.639 0.556 0.601 0.089 0.356 0.333 10 5 1231946
0.569 0.64 0.64 0.618 0.61 0.02 0.079 0.553 9 2 1231947
0.532 0.601 0.601 0.601 0.573 0 0.11 0.174 8 0 1231948
0.251 0.296 0.294 0.158 0.201 0.062 0.096 0.202 5 4 1231949
0.293 0.361 0.336 0.321 0.331 0.012 0.249 0.171 8 1 1231950
0.331 0.399 0.383 0.368 0.387 0.016 0.07 0.052 7 1 1231951
0.312 0.399 0.394 0.3 0.368 0.066 0.234 0.121 6 5 1231952
0.331 0.397 0.397 0.383 0.229 0.012 0.335 0.039 9 1 1231953
0.387 0.407 0.407 0.406 0.405 0.001 0.211 0.398 8 1 1231954
0.391 0.417 0.416 0.416 0.381 0 0.179 0.179 5 0 1231955
0.421 0.45 0.45 0.45 0.45 0 0.123 0.414 9 0 1231956
0.407 0.434 0.435 0.434 0.404 0 0.074 0.359 7 1 1231957
0.391 0.433 0.433 0.433 0.433 0 0.192 0.403 6 0 1231958
0.401 0.45 0.45 0.347 0.433 0.057 0.082 0.089 7 2 1231959
0.405 0.453 0.453 0.451 0.451 0.004 0.15 0.191 7 1 1231960
0.429 0.475 0.475 0.448 0.474 0.035 0.097 0.439 8 1 1231961
0.407 0.454 0.442 0.441 0.438 0 0.002 0.443 7 3 1231962
0.402 0.462 0.461 0.408 0.438 0.059 0.059 0.461 6 1 1231963
0.414 0.537 0.518 0.486 0.486 0.031 0.305 0.079 4 2 1231964
0.468 0.565 0.493 0.403 0.493 0.085 0.358 0.4 6 4 1231965
0.486 0.582 0.576 0.517 0.562 0.039 0.289 0.305 6 3 1231966
0.492 0.596 0.595 0.526 0.589 0.059 0.299 0.35 6 6 1231967
0.469 0.547 0.525 0.43 0.452 0.028 0.171 0.326 3 4 1231968
0.539 0.592 0.592 0.592 0.508 0 0.073 0.539 7 0 1231969
0.527 0.598 0.598 0.545 0.535 0.019 0.135 0.316 5 2 1231970
0.551 0.625 0.624 0.524 0.524 0.025 0.087 0.271 5 3 1231971
0.552 0.612 0.612 0.612 0.59 0 0 0.242 5 0 1231972
0.554 0.624 0.624 0.604 0.547 0.02 0.145 0.149 6 2 1231973
0.523 0.598 0.598 0.598 0.598 0 0.065 0.598 6 0 1231974
0.533 0.611 0.611 0.512 0.569 0.092 0.217 0.555 6 2 1231975
0.562 0.64 0.64 0.558 0.627 0.061 0.185 0.64 7 2 1231976
0.554 0.628 0.628 0.628 0.617 0 0.064 0.628 7 0 1231977
0.514 0.599 0.595 0.476 0.477 0.08 0.225 0.343 5 3 1231978
0.272 0.352 0.351 0.315 0.315 0.035 0.056 0.056 4 2 1231979
0.312 0.383 0.342 0.289 0.302 0.032 0.342 0.231 5 4 1231980
0.329 0.426 0.426 0.392 0.426 0.025 0.416 0.071 5 3 1231981
0.312 0.39 0.386 0.292 0.384 0.046 0.014 0.266 4 5 1231982
0.328 0.408 0.408 0.166 0.147 0 0.076 0.163 3 3 1231983
0.316 0.354 0.318 0.318 0.262 0 0.106 0.318 3 0 1231984
0.401 0.438 0.438 0.438 0.359 0 0.166 0.213 4 0 1231985
0.413 0.446 0.446 0.436 0.392 0.012 0.239 0.233 5 1 1231986
0.389 0.434 0.431 0.413 0.405 0.02 0.005 0.319 5 3 1231987
0.394 0.429 0.429 0.429 0.317 0 0.166 0.094 3 0 1231988
0.357 0.412 0.412 0.327 0.318 0.056 0.161 0.261 4 1 1231989
0.409 0.479 0.479 0.456 0.388 -0.001 0.185 0.471 5 2 1231990
0.407 0.466 0.466 0.466 0.416 0 0.124 0.466 6 0 1231991
0.396 0.462 0.462 0.394 0.446 0.068 0.112 0.462 6 2 1231992
0.367 0.419 0.419 0.225 0.358 0.127 0.231 0.076 4 4 1231993
0.503 0.535 0.533 0.528 0.28 0.022 0.176 0.358 166 193 1231994
0.5 0.535 0.508 0.491 0.008 0.021 0.198 0.188 209 198 1231995
0.503 0.535 0.507 0.486 0.02 0.034 0.31 0.333 244 219 1231996
0.502 0.535 0.511 0.496 0.024 0.032 0.325 0.281 243 214 1231997
0.504 0.537 0.533 0.525 0 -0.01 0.401 0.131 167 112 1231998
0.477 0.528 0.499 0.46 0 0.054 0.181 0.358 139 220 1231999
0.476 0.526 0.483 0.392 0.018 0.056 0.128 0.27 159 241 1232000
0.486 0.531 0.497 0.447 0 0.07 0.156 0.365 210 282 1232001
0.481 0.532 0.489 0.388 0.071 0.108 0.086 0.416 154 324 1232002
0.474 0.521 0.501 0.46 0.032 0.036 0.27 0.217 152 162 1232003
0.486 0.53 0.514 0.455 0 0.073 0.163 0.399 97 242 1232004
0.479 0.53 0.5 0.426 0 0.055 0.093 0.373 132 251 1232005
0.484 0.527 0.489 0.432 0 0.072 0.136 0.403 190 295 1232006
0.476 0.532 0.495 0.396 0 0.111 0.09 0.423 151 405 1232007
0.463 0.514 0.488 0.438 0 0.048 0.133 0.393 90 158 1232008
0.498 0.59 0.574 0.483 0.178 0.084 0.322 0.288 217 260 1232009
0.497 0.594 0.552 0.453 0.081 0.109 0.266 0.259 290 345 1232010
0.501 0.602 0.581 0.457 0.146 0.1 0.307 0.311 391 361 1232011
0.495 0.598 0.556 0.444 0.163 0.109 0.248 0.296 343 392 1232012
0.498 0.593 0.553 0.43 0.037 0.093 0.421 0.16 234 200 1232013
0.572 0.622 0.594 0.545 0.015 0.061 0.232 0.421 189 253 1232014
0.577 0.632 0.588 0.533 0.117 0.052 0.28 0.327 204 243 1232015
0.572 0.627 0.605 0.538 0.024 0.089 0.18 0.388 280 367 1232016
0.568 0.628 0.591 0.535 0.127 0.077 0.091 0.453 220 381 1232017
0.564 0.623 0.617 0.57 0.158 0.023 0.312 0.234 199 109 1232018
0.567 0.645 0.622 0.393 0.075 0.214 0.106 0.492 121 351 1232019
0.57 0.646 0.604 0.329 0.139 0.194 0.128 0.427 137 406 1232020
0.57 0.649 0.59 0.437 0.114 0.173 0.141 0.455 211 435 1232021
0.566 0.647 0.624 0.37 0.104 0.222 0.052 0.559 148 550 1232022
0.55 0.625 0.618 0.48 0.162 0.142 0.147 0.52 143 243 1232023
0.318 0.395 0.376 0.287 0.073 0.099 0.156 0.213 222 341 1232024
0.322 0.394 0.353 0.234 0.085 0.129 0.188 0.175 284 349 1232025
0.322 0.405 0.365 0.231 0.096 0.13 0.182 0.172 377 423 1232026
0.322 0.403 0.376 0.259 0.103 0.123 0.18 0.247 340 455 1232027
0.329 0.391 0.377 0.292 0.132 0.072 0.275 0.11 259 205 1232028
0.404 0.434 0.42 0.397 0 0.038 0.263 0.283 191 292 1232029
0.408 0.44 0.411 0.375 0.094 0.043 0.121 0.281 223 308 1232030
0.408 0.444 0.419 0.365 0.063 0.078 0.127 0.276 292 408 1232031
0.406 0.438 0.423 0.356 0 0.091 0.092 0.364 215 544 1232032
0.399 0.423 0.407 0.381 0.146 0.028 0.173 0.152 203 178 1232033
0.416 0.471 0.452 0.257 0.083 0.219 0.086 0.424 135 369 1232034
0.409 0.465 0.445 0.248 0.123 0.205 0.135 0.366 119 448 1232035
0.415 0.476 0.432 0.203 0.022 0.191 0.109 0.339 203 542 1232036
0.416 0.468 0.438 0.216 0.043 0.213 0.021 0.403 106 627 1232037
0.403 0.455 0.444 0.287 0.058 0.187 0.081 0.398 122 380 1232038
0.489 0.589 0.542 0.443 0.025 0.112 0.316 0.206 151 243 1232039
0.495 0.597 0.541 0.443 0.075 0.094 0.254 0.228 211 236 1232040
0.489 0.598 0.554 0.431 0.058 0.118 0.297 0.339 262 292 1232041
0.491 0.594 0.549 0.44 0.101 0.109 0.206 0.256 239 275 1232042
0.497 0.597 0.573 0.464 0.039 0.082 0.356 0.275 176 179 1232043
0.563 0.627 0.596 0.56 0.05 0.054 0.216 0.434 183 150 1232044
0.558 0.616 0.509 0.453 0 0.09 0.192 0.3 141 185 1232045
0.567 0.626 0.58 0.485 0.05 0.116 0.201 0.416 215 260 1232046
0.561 0.625 0.519 0.424 0 0.136 0.116 0.431 183 314 1232047
0.554 0.614 0.605 0.564 0 0.035 0.387 0.286 164 107 1232048
0.563 0.645 0.593 0.371 0.034 0.189 0.174 0.456 101 278 1232049
0.553 0.634 0.584 0.395 0.15 0.196 0.126 0.41 107 308 1232050
0.564 0.649 0.595 0.379 0.033 0.205 0.129 0.481 152 360 1232051
0.561 0.644 0.585 0.292 0 0.262 0.067 0.54 112 407 1232052
0.543 0.635 0.612 0.374 0.077 0.206 0.135 0.488 94 241 1232053
0.323 0.405 0.375 0.251 0.01 0.125 0.195 0.176 196 276 1232054
0.303 0.388 0.347 0.241 0.073 0.109 0.169 0.134 221 335 1232055
0.32 0.407 0.36 0.202 0.022 0.152 0.158 0.183 341 359 1232056
0.321 0.409 0.366 0.171 0.016 0.171 0.151 0.202 288 406 1232057
0.318 0.396 0.378 0.3 0.056 0.083 0.225 0.122 252 203 1232058
0.405 0.438 0.416 0.385 0 0.044 0.17 0.278 171 194 1232059
0.4 0.435 0.387 0.351 0.027 0.069 0.191 0.238 177 230 1232060
0.409 0.446 0.417 0.324 0 0.117 0.147 0.301 213 354 1232061
0.404 0.438 0.402 0.288 0 0.134 0.101 0.318 176 405 1232062
0.39 0.427 0.418 0.38 0 0.049 0.192 0.25 165 143 1232063
0.413 0.467 0.423 0.221 0.038 0.191 0.094 0.377 102 337 1232064
0.403 0.462 0.428 0.247 0.094 0.202 0.086 0.338 104 381 1232065
0.417 0.477 0.44 0.174 0 0.272 0.071 0.337 144 483 1232066
0.413 0.475 0.424 0.164 0 0.247 0.042 0.401 109 509 1232067
0.401 0.462 0.445 0.24 0.067 0.182 0.131 0.392 88 284 1232068
0.51 0.535 0.533 0.532 0.478 0.003 0.327 0.211 21 11 1232069
0.507 0.53 0.529 0.53 0.261 -0.002 0.36 0.272 35 7 1232070
0.512 0.535 0.527 0.527 0.342 -0.003 0.358 0.224 35 18 1232071
0.512 0.535 0.531 0.529 0.458 0.006 0.169 0.182 34 14 1232072
0.511 0.534 0.534 0.533 0.336 0.002 0.459 0.137 20 8 1232073
0.477 0.521 0.486 0.479 0.435 0.005 0.21 0.202 26 18 1232074
0.486 0.528 0.523 0.515 0.225 0.006 0.195 0.34 30 20 1232075
0.49 0.527 0.515 0.508 0.337 0.008 0.02 0.317 41 26 1232076
0.483 0.527 0.512 0.494 0.441 0.022 0.162 0.403 31 31 1232077
0.468 0.518 0.508 0.499 0.301 0.012 0.19 0.339 27 12 1232078
0.476 0.523 0.429 0.413 0.334 0.016 0.146 0.161 22 21 1232079
0.483 0.525 0.468 0.465 0.334 0.012 0.129 0.323 30 31 1232080
0.491 0.526 0.519 0.512 0.409 0.012 0.105 0.257 41 26 1232081
0.482 0.529 0.515 0.504 0.369 0.017 0.031 0.417 38 31 1232082
0.472 0.518 0.511 0.496 0.31 0.021 0.132 0.476 18 15 1232083
0.507 0.596 0.573 0.433 0.395 0.08 0.249 0.249 36 40 1232084
0.496 0.591 0.54 0.433 0.338 0.079 0.132 0.254 37 36 1232085
0.504 0.6 0.561 0.414 0.462 0.107 0.247 0.306 51 54 1232086
0.503 0.599 0.581 0.434 0.487 0.083 0.21 0.324 43 49 1232087
0.5 0.593 0.468 0.388 0.269 0.001 0.382 0.084 39 37 1232088
0.576 0.629 0.63 0.619 0.435 0.023 0.175 0.372 33 29 1232089
0.569 0.628 0.548 0.539 0.379 0.009 0.186 0.345 40 25 1232090
0.575 0.628 0.62 0.608 0.335 0.019 0.175 0.452 56 39 1232091
0.572 0.634 0.623 0.607 0.504 0.021 0.055 0.542 53 40 1232092
0.562 0.618 0.61 0.603 0.218 0.005 0.145 0.215 37 12 1232093
0.56 0.637 0.626 0.579 0.547 0.061 0.095 0.529 24 40 1232094
0.553 0.629 0.621 0.407 0.509 0.168 0.072 0.466 37 47 1232095
0.574 0.647 0.638 0.451 0.417 0.143 0.227 0.423 40 59 1232096
0.571 0.647 0.634 0.436 0.543 0.125 0.019 0.51 35 44 1232097
0.55 0.629 0.619 0.57 0.517 0.04 0.104 0.315 34 31 1232098
0.321 0.401 0.359 0.194 0.106 0.135 0.238 0.137 39 45 1232099
0.324 0.409 0.342 0.204 0.233 0.104 0.205 0.138 43 51 1232100
0.325 0.409 0.291 0.255 0.272 0.041 0.181 0.172 58 55 1232101
0.322 0.404 0.379 0.191 0.266 0.138 0.099 0.198 67 64 1232102
0.327 0.407 0.395 0.298 0.163 0.076 0.272 0.229 41 30 1232103
0.402 0.434 0.421 0.406 0.314 0.019 0.042 0.371 37 28 1232104
0.402 0.438 0.425 0.414 0.292 0.012 0.219 0.258 37 38 1232105
0.405 0.437 0.421 0.399 0.315 0.03 0.213 0.35 45 58 1232106
0.406 0.444 0.431 0.409 0.301 0.03 0.126 0.379 49 66 1232107
0.395 0.428 0.418 0.413 0.119 0.004 0.154 0.095 35 20 1232108
0.409 0.465 0.455 0.32 0.383 0.094 0.154 0.41 23 51 1232109
0.416 0.467 0.454 0.327 0.365 0.104 0.08 0.332 31 62 1232110
0.416 0.467 0.443 0.218 0.328 0.188 0.061 0.343 35 60 1232111
0.415 0.472 0.456 0.222 0.373 0.204 0.008 0.441 23 88 1232112
